Date,Lake,TAG.NUMBER,Species,Length..mm.,Weight..g.,Recap,Tag.Loss,Fin.Clipped,Notes,Gear,Site.Transect,Start.Latitude,Start.Longitude,End.Latitude,End.Longitude,On.Time..s.,Water.Temp..C.,Secchi..cm.,Weather,Year
6/7/2018,S. Twin,13932,COC,579,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13933,COC,404,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13934,COC,348,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13935,COC,508,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13951,COC,328,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13952,COC,447,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13953,COC,399,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13954,COC,389,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13955,COC,371,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13956,COC,394,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13957,COC,351,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13958,COC,376,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13959,COC,345,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13960,COC,328,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13961,COC,419,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13962,COC,361,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13963,COC,345,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13964,COC,374,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13965,COC,531,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13966,COC,368,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13967,COC,361,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13968,COC,457,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13969,COC,363,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13970,COC,338,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13971,COC,351,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13972,COC,442,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13973,BIB,465,NA,,NA,R Pectoral,spine taken env#13973,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13974,COC,353,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13975,COC,391,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13975,COC,345,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13977,BIB,536,2980,,NA,R Pectoral,spine taken env # 13977,Electroshocking,3,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13978,COC,381,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13979,COC,361,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13980,COC,368,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13981,COC,437,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13982,COC,368,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13984,COC,351,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13985,COC,371,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13986,COC,391,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13987,COC,363,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13989,COC,386,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13990,COC,368,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13991,COC,460,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13992,COC,358,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13993,COC,338,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13994,COC,373,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13995,COC,378,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13996,COC,409,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13997,COC,368,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13998,COC,335,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,13999,COC,500,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14000,COC,345,NA,,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14301,COC,396,NA,,NA,R Pectoral,,Electroshocking,2,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14302,COC,373,NA,,NA,R Pectoral,,Electroshocking,2,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14303,COC,422,NA,,NA,R Pectoral,,Electroshocking,2,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14304,COC,361,NA,,NA,R Pectoral,,Electroshocking,2,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14305,COC,371,NA,,NA,R Pectoral,,Electroshocking,2,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14306,COC,389,NA,,NA,R Pectoral,,Electroshocking,2,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14307,COC,378,NA,,NA,R Pectoral,,Electroshocking,2,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14308,COC,472,NA,,NA,R Pectoral,,Electroshocking,2,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14309,COC,361,NA,,NA,R Pectoral,,Electroshocking,2,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14310,COC,368,NA,,NA,R Pectoral,,Electroshocking,2,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14311,COC,361,NA,,NA,R Pectoral,,Electroshocking,2,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14312,COC,394,NA,,NA,R Pectoral,,Electroshocking,2,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14313,COC,373,NA,,NA,R Pectoral,,Electroshocking,2,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14314,COC,389,NA,,NA,R Pectoral,,Electroshocking,2,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14315,COC,381,NA,,NA,R Pectoral,,Electroshocking,2,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14316,COC,373,NA,,NA,R Pectoral,,Electroshocking,2,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14317,COC,386,NA,,NA,R Pectoral,,Electroshocking,2,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14318,COC,391,NA,,NA,R Pectoral,,Electroshocking,2,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14319,COC,384,NA,,NA,R Pectoral,,Electroshocking,2,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14320,BIB,569,2879,,NA,R Pectoral,SPINE TAKEN ENV #14320,Electroshocking,2,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14321,BIB,511,1887,,NA,R Pectoral,spine taken env 14321,Electroshocking,2,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14322,BIB,409,1201,,NA,R Pectoral,spine taken env # 14322,Electroshocking,2,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14323,COC,371,NA,,NA,R Pectoral,,Electroshocking,2,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14324,BIB,467,NA,,NA,R Pectoral,,Electroshocking,2,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14325,COC,389,1562,,NA,R Pectoral,,Electroshocking,2,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14326,COC,399,NA,,NA,R Pectoral,,Electroshocking,4,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14327,COC,335,NA,,NA,R Pectoral,,Electroshocking,4,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14328,COC,384,NA,,NA,R Pectoral,,Electroshocking,4,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14329,COC,389,NA,,NA,R Pectoral,,Electroshocking,4,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14330,COC,384,NA,,NA,R Pectoral,,Electroshocking,4,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14331,COC,396,NA,,NA,R Pectoral,,Electroshocking,4,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14332,COC,343,NA,,NA,R Pectoral,,Electroshocking,4,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14333,COC,348,NA,,NA,R Pectoral,,Electroshocking,4,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14334,COC,406,NA,,NA,R Pectoral,,Electroshocking,4,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14335,COC,358,NA,,NA,R Pectoral,,Electroshocking,4,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14336,COC,462,NA,,NA,R Pectoral,,Electroshocking,4,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14337,COC,351,NA,,NA,R Pectoral,,Electroshocking,4,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14338,COC,335,NA,,NA,R Pectoral,,Electroshocking,4,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14339,COC,340,NA,,NA,R Pectoral,,Electroshocking,3,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14340,COC,399,NA,,NA,R Pectoral,,Electroshocking,3,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14341,COC,404,NA,,NA,R Pectoral,,Electroshocking,3,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14342,COC,371,NA,,NA,R Pectoral,,Electroshocking,3,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14343,COC,396,NA,,NA,R Pectoral,,Electroshocking,3,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14344,COC,414,NA,,NA,R Pectoral,,Electroshocking,3,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14345,COC,373,NA,,NA,R Pectoral,,Electroshocking,3,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14346,COC,508,NA,,NA,R Pectoral,,Electroshocking,3,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14347,COC,544,NA,,NA,R Pectoral,,Electroshocking,3,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14348,COC,419,NA,,NA,R Pectoral,,Electroshocking,3,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14349,COC,523,NA,,NA,R Pectoral,,Electroshocking,3,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14350,COC,343,NA,,NA,R Pectoral,,Electroshocking,3,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14375,BIB,526,2265,,NA,R Pectoral,spine envelope 14375,Electroshocking,4,,,,,900,23,NA,"cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14928,COC,465,NA,1,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,S. Twin,14971,COC,361,NA,1,NA,R Pectoral,,Electroshocking,1,,,,,900,23,NA,"partly cloudy, E Winds 15 mph",2018
6/7/2018,Storm,19020,COC,474,NA,1,NA,L Pectoral,2018 Recap,Electroshocking,11,42 37.901,95 10.874,42 37.998,95 11.160,1505,23.9,NA,Overcast,2018
6/7/2018,Storm,19976,COC,445,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,19977,COC,426,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,19978,COC,478,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,19979,COC,442,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,19980,COC,478,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,19981,COC,471,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,19982,COC,495,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,19983,COC,628,NA,,NA,L Pectoral,Rotund,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,19984,COC,456,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,19985,COC,498,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,19986,COC,424,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,19987,COC,494,NA,,NA,L Pectoral,Skinny,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,19988,COC,433,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,19989,COC,466,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,19990,COC,494,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,19991,COC,552,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,19992,COC,485,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,19993,COC,486,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,19994,COC,515,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,19995,COC,538,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,19996,COC,462,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,19997,COC,452,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,19998,COC,481,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,19999,COC,478,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,20000,COC,517,NA,,NA,L Pectoral,Black coloration,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,22038,COC,535,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,22039,COC,475,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,22040,COC,455,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,22041,COC,503,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,22042,COC,468,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,22043,COC,423,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,22044,COC,528,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,22045,COC,478,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,22046,COC,478,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,22047,COC,604,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,22048,COC,498,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,22049,COC,472,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,22050,COC,544,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,22051,COC,433,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,22052,COC,466,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,22053,COC,456,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,22054,COC,498,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,22055,COC,597,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,22056,COC,546,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,22057,COC,584,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,22058,COC,538,NA,,NA,L Pectoral,,Electroshocking,1,Storm trans. 1,Storm trans. 1,Storm trans. 1,Storm trans. 1,1205,23.9,NA,Overcast,2018
6/7/2018,Storm,22059,COC,498,NA,,NA,L Pectoral,,Electroshocking,2,Storm trans. 2,Storm trans. 2,Storm trans. 2,Storm trans. 2,955,23.9,NA,Overcast,2018
6/7/2018,Storm,22060,COC,503,NA,,NA,L Pectoral,,Electroshocking,2,Storm trans. 2,Storm trans. 2,Storm trans. 2,Storm trans. 2,955,23.9,NA,Overcast,2018
6/7/2018,Storm,22061,COC,478,NA,,NA,L Pectoral,,Electroshocking,2,Storm trans. 2,Storm trans. 2,Storm trans. 2,Storm trans. 2,955,23.9,NA,Overcast,2018
6/7/2018,Storm,22062,COC,496,NA,,NA,L Pectoral,,Electroshocking,2,Storm trans. 2,Storm trans. 2,Storm trans. 2,Storm trans. 2,955,23.9,NA,Overcast,2018
6/7/2018,Storm,22063,COC,529,NA,,NA,L Pectoral,,Electroshocking,2,Storm trans. 2,Storm trans. 2,Storm trans. 2,Storm trans. 2,955,23.9,NA,Overcast,2018
6/7/2018,Storm,22064,COC,375,NA,,NA,L Pectoral,,Electroshocking,2,Storm trans. 2,Storm trans. 2,Storm trans. 2,Storm trans. 2,955,23.9,NA,Overcast,2018
6/7/2018,Storm,22065,COC,512,NA,,NA,L Pectoral,,Electroshocking,2,Storm trans. 2,Storm trans. 2,Storm trans. 2,Storm trans. 2,955,23.9,NA,Overcast,2018
6/7/2018,Storm,22066,COC,516,NA,,NA,L Pectoral,Slightly mirror,Electroshocking,2,Storm trans. 2,Storm trans. 2,Storm trans. 2,Storm trans. 2,955,23.9,NA,Overcast,2018
6/7/2018,Storm,22067,COC,416,NA,,NA,L Pectoral,,Electroshocking,2,Storm trans. 2,Storm trans. 2,Storm trans. 2,Storm trans. 2,955,23.9,NA,Overcast,2018
6/7/2018,Storm,22068,COC,517,NA,,NA,L Pectoral,,Electroshocking,2,Storm trans. 2,Storm trans. 2,Storm trans. 2,Storm trans. 2,955,23.9,NA,Overcast,2018
6/7/2018,Storm,22069,COC,502,NA,,NA,L Pectoral,,Electroshocking,2,Storm trans. 2,Storm trans. 2,Storm trans. 2,Storm trans. 2,955,23.9,NA,Overcast,2018
6/7/2018,Storm,22070,COC,472,NA,,NA,L Pectoral,,Electroshocking,2,Storm trans. 2,Storm trans. 2,Storm trans. 2,Storm trans. 2,955,23.9,NA,Overcast,2018
