"Date","Lake","TAG.NUMBER","Species","Length..mm.","Weight..g.","Fin.Clipped","Notes"
2019-05-15,"S Twin","22617","BIB",599,3674,"L Pelvic",""
2019-05-15,"S Twin","22618","BIB",483,1683,"L Pelvic",""
2019-05-15,"S Twin","22619","BIB",544,2558,"L Pelvic",""
2019-05-15,"S Twin","22620","BIB",597,3842,"L Pelvic",""
2019-05-15,"S Twin","22621","BIB",457,1302,"L Pelvic",""
2019-05-15,"S Twin","22622","BIB",445,1261,"L Pelvic",""
2019-05-15,"S Twin","22624","BIB",452,1343,"L Pelvic",""
2019-05-15,"S Twin","22623","BIB",490,1978,"L Pelvic",""
2019-05-15,"S Twin","22625","BIB",495,1991,"L Pelvic",""
2019-05-15,"S Twin","22651","BIB",460,1533,"L Pelvic",""
2019-05-15,"S Twin","22652","BIB",536,2663,"L Pelvic","2018 tag loss"
2019-05-15,"S Twin","5398","BIB",411,1030,"","recap"
2019-05-15,"S Twin","22653","COC",376,608,"L Pelvic",""
2019-05-15,"S Twin","22654","COC",394,762,"L Pelvic",""
2019-05-15,"S Twin","22655","COC",442,934,"L Pelvic",""
2019-05-17,"Blue","24929","COC",500,1329,"L Pelvic",""
2019-05-17,"Blue","24931","COC",460,1311,"L Pelvic",""
2019-05-17,"Blue","24932","COC",462,1247,"L Pelvic",""
2019-05-17,"Blue","24933","COC",488,1520,"L Pelvic",""
2019-05-17,"Blue","24928","COC",373,603,"L Pelvic",""
2019-05-17,"Blue","24934","COC",419,821,"L Pelvic",""
2019-05-17,"Blue","25935","COC",503,1402,"L Pelvic",""
2019-05-17,"Blue","9608","COC",564,2114,"L Pelvic","2018 recap"
2019-05-17,"Blue","24936","COC",396,898,"L Pelvic",""
2019-05-17,"Blue","24938","COC",378,789,"L Pelvic",""
2019-05-17,"Blue","9496","COC",394,1061,"L Pelvic",""
2019-05-17,"Blue","24939","COC",401,821,"L Pelvic",""
2019-05-17,"Blue","24940","COC",345,576,"L Pelvic",""
2019-05-17,"Blue","24941","COC",455,1084,"L Pelvic",""
2019-05-17,"Blue","24942","COC",396,1324,"L Pelvic",""
2019-05-17,"Blue","24943","COC",417,816,"L Pelvic",""
2019-05-17,"Blue","24944","COC",503,1406,"L Pelvic",""
2019-05-17,"Blue","24945","COC",559,2195,"L Pelvic",""
2019-05-17,"Blue","24946","COC",376,730,"L Pelvic",""
2019-05-17,"Blue","24947","COC",391,757,"L Pelvic",""
2019-05-17,"Blue","24948","COC",419,875,"L Pelvic",""
2019-05-17,"Blue","24949","COC",358,635,"L Pelvic",""
2019-05-17,"Blue","24950","COC",366,658,"L Pelvic",""
2019-05-17,"Blue","24951","COC",399,730,"L Pelvic",""
2019-05-17,"Blue","24952","COC",366,603,"L Pelvic",""
2019-05-17,"Blue","24953","COC",493,1696,"L Pelvic",""
2019-05-17,"Blue","24954","COC",472,1388,"L Pelvic",""
2019-05-17,"Blue","24955","COC",391,785,"L Pelvic",""
2019-05-17,"Blue","10723","COC",404,826,"L Pelvic","2018 recap"
2019-05-17,"Blue","24956","COC",386,839,"L Pelvic",""
2019-05-17,"Blue","24957","COC",427,1016,"L Pelvic",""
2019-05-17,"Blue","24958","COC",399,912,"L Pelvic",""
2019-05-17,"Blue","24959","COC",409,916,"L Pelvic",""
2019-05-17,"Blue","24960","COC",404,903,"L Pelvic",""
2019-05-17,"Blue","12479","COC",427,962,"L Pelvic","2018 recap"
2019-05-17,"Blue","24961","COC",508,1665,"L Pelvic",""
2019-05-17,"Blue","24962","COC",356,621,"L Pelvic",""
2019-05-17,"Blue","24963","COC",404,757,"L Pelvic",""
2019-05-17,"Blue","24964","COC",356,630,"L Pelvic",""
2019-05-17,"Blue","24965","COC",404,835,"L Pelvic",""
2019-05-17,"Blue","24966","COC",422,1002,"L Pelvic",""
2019-05-17,"Blue","24967","COC",411,889,"L Pelvic",""
2019-05-17,"Blue","24968","COC",373,780,"L Pelvic",""
2019-05-17,"Blue","24969","COC",381,671,"L Pelvic",""
2019-05-17,"Blue","24970","COC",528,1792,"L Pelvic","2018 recap"
2019-05-17,"Blue","24971","COC",427,1012,"L Pelvic",""
2019-05-17,"Blue","24972","COC",389,821,"L Pelvic",""
2019-05-17,"Blue","24973","COC",368,699,"L Pelvic",""
2019-05-17,"Blue","24975","COC",386,748,"L Pelvic",""
2019-05-17,"Blue","24976","COC",394,853,"L Pelvic",""
2019-05-17,"Blue","24977","COC",371,717,"L Pelvic",""
2019-05-17,"Blue","24978","COC",345,581,"L Pelvic",""
2019-05-17,"Blue","24979","COC",554,1982,"L Pelvic",""
2019-05-17,"Blue","24980","COC",373,771,"L Pelvic",""
2019-05-17,"Blue","24981","COC",404,794,"L Pelvic",""
2019-05-17,"Blue","24982","COC",391,962,"L Pelvic",""
2019-05-17,"Blue","24983","COC",394,889,"L Pelvic",""
2019-05-17,"Blue","24984","COC",351,612,"L Pelvic",""
2019-05-17,"Blue","24985","COC",615,2694,"L Pelvic",""
2019-05-17,"Blue","24986","COC",366,635,"L Pelvic",""
2019-09-07,"Storm","27410","BIB",554,2439,"L Pelvic","Bloody, Spine"
2019-09-07,"Storm","27023","COC",663,NA,"L Pelvic","2019 recap/spine cut"
2019-09-08,"5 Island","28999","BIB",635,4336,"L Pelvic","spine"
2019-09-07,"Center","29493","BIB",524,2171,"L Pelvic","spine"
2019-09-07,"Center","29494","BIB",477,1924,"L Pelvic","Spine"
2019-09-07,"Center","29477","BIB",529,NA,"L Pelvic","2019 recap, spine taken"
2019-09-07,"Center","29495","BIB",623,4133,"L Pelvic","spine"
2019-09-07,"Center","29496","BIB",489,1852,"L Pelvic","spine"
2019-09-07,"Center","27464","BIB",483,1701,"L Pelvic","spine"
2019-09-07,"Center","27465","BIB",530,2519,"L Pelvic","spine"
2019-09-07,"Center","27466","BIB",572,3171,"L Pelvic","spine"
2019-09-07,"Center","27467","BIB",517,2417,"L Pelvic","spine"
2019-09-07,"Center","27468","BIB",521,2129,"L Pelvic","spine"
2019-09-07,"Center","27469","BIB",455,1927,"L Pelvic","spine"
2019-09-07,"Center","27470","BIB",505,2333,"L Pelvic","spine"
2019-09-07,"Center","27471","BIB",525,2446,"L Pelvic",""
2019-09-07,"Center","27472","BIB",536,2682,"L Pelvic",""
2019-09-07,"Center","27473","COC",435,1040,"L Pelvic",""
2019-09-07,"Center","27474","BIB",479,1685,"L Pelvic",""
2019-09-07,"Center","27475","BIB",496,1874,"L Pelvic",""
2019-09-07,"Center","29497","BIB",497,1898,"L Pelvic",""
2019-09-21,"Silver","28914","BIB",558,2879,"L Pelvic",""
2019-09-21,"5 Island","28951","BIB",518,2512,"L Pelvic","spine"
2019-09-21,"5 Island","28952","BIB",675,5380,"L Pelvic","spine"
2019-09-21,"5 Island","28926","BIB",515,2675,"L Pelvic","spine"
2019-09-21,"5 Island","28954","BIB",723,7345,"L Pelvic","spine"
2019-09-21,"5 Island","28955","BIB",518,2642,"L Pelvic","spine"
2019-09-22,"Storm","29728","BIB",676,5289,"L Pelvic","spine"
2019-09-22,"Center","29750","BIB",530,2247,"L Pelvic","spine"
2019-09-22,"Center","29717","BIB",525,2244,"L Pelvic","spine"
2019-09-22,"Center","29718","BIB",552,2915,"L Pelvic","spine"
2019-09-22,"Center","29719","BIB",572,3498,"L Pelvic","spine"
2019-09-22,"Center","29720","BIB",514,2408,"L Pelvic","spine"
2019-09-22,"Center","29721","BIB",618,4061,"L Pelvic","spine"
2019-09-22,"Center","29722","COC",580,2367,"L Pelvic","Cracked O, spine"
2019-09-22,"Center","29723","BIB",481,1778,"L Pelvic","spine"
2019-09-22,"Center","29749","BIB",505,2162,"L Pelvic","spine"
2019-09-22,"Center","29775","BIB",557,2431,"L Pelvic","spine"
2019-09-22,"Center","29773","BIB",526,2351,"L Pelvic","spine"
2019-09-22,"Center","29772","BIB",571,3529,"L Pelvic","spine"
2019-09-22,"Center","29771","BIB",517,2441,"L Pelvic","spine"
2019-09-22,"Center","29770","BIB",575,3268,"L Pelvic","Prop Strike"
2019-09-22,"Center","29768","BIB",503,2180,"L Pelvic","spine"
2019-09-22,"Center","29765","BIB",483,1812,"L Pelvic","2018 tag loss, spine"
2019-09-22,"Center","29764","BIB",469,1838,"L Pelvic","spine"
2019-09-22,"Center","29760","BIB",362,777,"L Pelvic","spine"
2019-09-22,"Center","29759","BIB",496,1762,"L Pelvic","spine"
2019-09-22,"Center","29758","BIB",687,5149,"L Pelvic","spine"
2019-09-22,"Center","29757","BIB",341,446,"L Pelvic","spine"
2019-09-22,"Center","29756","BIB",485,1868,"L Pelvic","spine"
2019-09-22,"Center","29755","BIB",526,2335,"L Pelvic","spine"
2019-09-22,"Center","29754","BIB",460,1306,"L Pelvic","spine"
2019-09-22,"Center","29753","BIB",611,3582,"L Pelvic","spine"
2019-09-28,"5 Island","27942","BIB",629,4205,"L Pelvic","Spine "
2019-09-28,"5 Island","27943","BIB",741,7650,"L Pelvic","Spine "
2019-09-28,"5 Island","27944","BIB",750,8348,"L Pelvic","Spine "
2019-09-28,"5 Island","27945","BIB",601,3582,"L Pelvic","Spine "
2019-09-28,"5 Island","27946","BIB",557,2810,"L Pelvic","Spine "
2019-09-28,"5 Island","27947","BIB",636,5038,"L Pelvic","Spine "
2019-09-28,"5 Island","27948","BIB",610,4219,"L Pelvic","Spine "
2019-09-28,"5 Island","27949","BIB",510,NA,"L Pelvic","Spine "
2019-09-28,"5 Island","27957","BIB",579,3425,"L Pelvic","Spine "
2019-09-28,"5 Island","27958","BIB",750,6912,"L Pelvic","Spine "
2019-09-28,"5 Island","27959","BIB",490,1897,"L Pelvic","Spine "
2019-09-28,"5 Island","27960","BIB",644,4878,"L Pelvic","Spine "
2019-09-28,"5 Island","27962","BIB",360,883,"L Pelvic","Spine Sickly"
2019-09-28,"5 Island","27963","BIB",469,2019,"L Pelvic","Spine Sickly"
2019-09-28,"5 Island","27964","BIB",596,3412,"L Pelvic","Spine 2018 tag loss"
2019-09-28,"5 Island","27966","COC",610,5085,"L Pelvic","New tag"
2019-09-28,"5 Island","27976","BIB",648,4850,"L Pelvic","Spine"
2019-09-28,"5 Island","27980","BIB",560,3435,"L Pelvic","Spine"
2019-09-28,"5 Island","27987","BIB",540,2573,"L Pelvic","Spine, bent tag 27987"
2019-10-20,"5 Island","27998","BIB",790,9057,"L Pelvic, Dorsal","Aging Fish"
2019-10-20,"5 Island","27999","BIB",630,4592,"L Pelvic, Dorsal","Aging Fish"
2019-10-20,"5 Island","27701","BIB",570,NA,"L Pelvic, Dorsal","Aging fish - but no weight"
2019-10-20,"5 Island","27702","BIB",582,3152,"L Pelvic, Dorsal","Aging Fish "
2019-10-20,"5 Island","27704","BIB",757,8151,"L Pelvic, Dorsal","Aging Fish"
2019-10-20,"5 Island","27705","BIB",669,5057,"L Pelvic, Dorsal","Aging Fish"
2019-10-20,"5 Island","27706","BIB",672,3850,"L Pelvic, Dorsal","Aging Fish"
2019-10-20,"5 Island","27711","BIB",742,7432,"L Pelvic, Dorsal","Aging fish"
2019-10-20,"5 Island","27713","BIB",709,6499,"L Pelvic, Dorsal","Aging fish"
2019-10-20,"5 Island","27714","BIB",614,4205,"L Pelvic, Dorsal","Aging fish"
2019-06-03,"N Twin","12608","COC",693,5021,"",""
2019-06-03,"N Twin","24514","COC",528,2123,"",""
2019-06-03,"N Twin","24516","COC",521,1823,"",""
2019-06-03,"N Twin","24517","COC",605,2908,"",""
2019-06-03,"N Twin","24518","BIB",579,3529,"","tag loss, new tag "
2019-06-03,"N Twin","24519","COC",622,4091,"",""
2019-06-03,"N Twin","24520","BIB",495,1869,"",""
2019-06-03,"N Twin","24522","COC",648,3420,"",""
2019-06-03,"N Twin","24523","COC",653,3338,"",""
2019-06-03,"N Twin","24594","COC",650,3529,"","tag loss, new tag "
2019-06-03,"N Twin","24596","COC",597,3343,"",""
2019-06-03,"N Twin","24597","COC",645,4917,"",""
2019-06-03,"N Twin","24598","COC",452,1365,"",""
2019-06-03,"N Twin","24599","COC",681,4690,"",""
2019-06-03,"N Twin","24600","COC",533,1960,"",""
2019-06-04,"N Twin","11137","COC",612,3107,"",""
2019-06-04,"N Twin","12611","COC",683,3851,"",""
2019-06-04,"N Twin","12931","COC",536,2132,"",""
2019-06-04,"N Twin","24551","BIB",577,3348,"",""
2019-06-04,"N Twin","24552","COC",754,7248,"",""
2019-06-04,"N Twin","24553","COC",541,2313,"",""
2019-06-04,"N Twin","24555","BIB",622,3760,"",""
2019-06-04,"N Twin","24556","BIB",676,4794,"",""
2019-06-04,"N Twin","24557","COC",704,5502,"",""
2019-06-04,"N Twin","24558","COC",721,6319,"",""
2019-06-04,"N Twin","24559","COC",566,2513,"",""
2019-06-04,"N Twin","24560","COC",592,2744,"",""
2019-06-04,"N Twin","24561","COC",729,4990,"",""
2019-06-04,"N Twin","24562","COC",709,4799,"",""
2019-06-04,"N Twin","24564","COC",627,4146,"",""
2019-06-04,"N Twin","24566","COC",574,3289,"",""
2019-06-04,"N Twin","24567","COC",617,3057,"",""
2019-06-04,"N Twin","24568","COC",693,4350,"",""
2019-06-04,"N Twin","24569","COC",686,5520,"",""
2019-06-04,"N Twin","24570","COC",544,2191,"",""
2019-06-04,"N Twin","24575","COC",528,2132,"",""
2019-06-06,"S Twin","24530","COC",391,689,"",""
2019-06-06,"S Twin","24531","BIB",462,1610,"",""
2019-06-06,"S Twin","24532","COC",384,757,"",""
2019-06-06,"S Twin","24571","COC",376,649,"",""
2019-06-06,"S Twin","24572","COC",389,626,"",""
2019-06-06,"S Twin","24573","COC",389,699,"",""
2019-06-06,"S Twin","24574","COC",343,499,"",""
2019-06-06,"S Twin","24576","COC",493,1529,"",""
2019-06-06,"S Twin","24577","COC",432,1025,"",""
2019-06-06,"S Twin","24578","COC",394,748,"",""
2019-06-06,"S Twin","24579","COC",424,975,"",""
2019-06-06,"S Twin","24580","COC",399,735,"",""
2019-06-06,"S Twin","24581","COC",394,753,"",""
2019-06-06,"S Twin","24582","COC",363,562,"",""
2019-06-06,"S Twin","24583","BIB",500,1955,"",""
2019-06-06,"S Twin","24584","COC",366,621,"",""
2019-06-06,"S Twin","24585","COC",399,785,"",""
2019-06-06,"S Twin","24586","COC",348,485,"",""
2019-06-06,"S Twin","24587","COC",384,653,"",""
2019-06-06,"S Twin","24588","COC",417,943,"",""
2019-06-06,"S Twin","24589","COC",366,572,"",""
2019-06-06,"S Twin","24590","COC",335,431,"",""
2019-06-06,"S Twin","24591","COC",356,472,"",""
2019-06-06,"S Twin","24592","COC",384,730,"",""
2019-06-06,"S Twin","24593","COC",465,1356,"",""
2019-06-11,"S Twin","11765","COC",394,848,"",""
2019-06-11,"S Twin","24533","BIB",485,1783,"",""
2019-06-11,"S Twin","24534","COC",462,1234,"",""
2019-06-11,"S Twin","24535","COC",419,894,"",""
2019-06-11,"S Twin","24536","COC",333,467,"",""
2019-06-11,"S Twin","24537","COC",363,581,"",""
2019-06-11,"S Twin","24538","COC",462,1338,"",""
2019-06-11,"S Twin","24541","BIB",478,1619,"",""
2019-06-11,"S Twin","24543","COC",378,735,"",""
2019-06-11,"S Twin","24544","COC",351,549,"",""
2019-06-11,"S Twin","24546","COC",424,1034,"",""
2019-06-11,"S Twin","24547","COC",335,490,"",""
2019-06-11,"S Twin","24548","COC",396,807,"",""
2019-06-11,"S Twin","24549","COC",447,1161,"",""
2019-06-11,"S Twin","24550","BIB",503,2191,"",""
2019-06-11,"S Twin","26801","COC",356,572,"",""
2019-06-11,"S Twin","26802","COC",376,667,"",""
2019-06-11,"S Twin","26803","COC",371,689,"",""
2019-06-11,"S Twin","26804","COC",330,449,"",""
2019-06-11,"S Twin","26805","COC",488,1560,"",""
2019-06-11,"S Twin","26808","COC",356,653,"",""
2019-06-11,"S Twin","26810","COC",432,966,"",""
2019-06-11,"S Twin","26811","COC",386,708,"",""
2019-06-11,"S Twin","26815","COC",399,703,"",""
2019-06-11,"S Twin","26816","COC",386,612,"",""
2019-06-11,"S Twin","26818","BIB",549,2499,"",""
2019-06-11,"S Twin","26819","COC",345,485,"",""
2019-06-11,"S Twin","26821","COC",391,785,"","16735 tag lost in tank, re-tagged"
2019-06-11,"S Twin","34540","COC",356,572,"",""
2019-06-12,"Blue","6906","COC",467,1315,"",""
2019-06-12,"Blue","8756","COC",483,1551,"",""
2019-06-12,"Blue","17028","COC",462,1311,"",""
2019-06-12,"Blue","18923","COC",455,1252,"","left pelv"
2019-06-12,"Blue","26822","COC",414,980,"",""
2019-06-12,"Blue","26825","COC",432,989,"",""
2019-06-12,"Blue","26826","COC",480,1710,"",""
2019-06-12,"Blue","26827","COC",409,1052,"",""
2019-06-12,"Blue","26828","COC",384,835,"",""
2019-06-12,"Blue","26829","COC",414,921,"",""
2019-06-12,"Blue","26830","COC",404,921,"",""
2019-06-12,"Blue","26832","COC",424,1111,"",""
2019-06-12,"Blue","26833","COC",424,1075,"",""
2019-06-12,"Blue","26834","COC",386,807,"",""
2019-06-12,"Blue","26836","COC",455,1279,"",""
2019-06-12,"Blue","26838","COC",389,816,"",""
2019-06-12,"Blue","26840","COC",376,776,"",""
2019-06-12,"Blue","26842","COC",384,916,"",""
2019-06-12,"Blue","26843","COC",417,993,"",""
2019-06-12,"Blue","26845","COC",401,1007,"",""
2019-06-12,"Blue","26846","COC",427,1080,"",""
2019-06-12,"Blue","26851","COC",417,894,"",""
2019-06-12,"Blue","26852","COC",655,3651,"",""
2019-06-12,"Blue","26853","COC",460,1211,"","Re-tagged tag loss"
2019-06-12,"Blue","26856","COC",447,1202,"",""
2019-06-12,"Blue","26857","COC",414,966,"",""
2019-06-12,"Blue","26858","COC",523,1706,"",""
2019-06-12,"Blue","26859","COC",554,2341,"",""
2019-06-12,"Blue","26860","COC",452,1252,"",""
2019-06-12,"Blue","26861","COC",498,1234,"",""
2019-06-12,"Blue","26862","COC",483,1601,"",""
2019-06-12,"Blue","26865","COC",419,1002,"",""
2019-06-12,"Blue","26866","COC",490,1324,"",""
2019-06-12,"Blue","26867","COC",455,1320,"",""
2019-06-12,"Blue","26868","COC",439,1148,"",""
2019-06-12,"Blue","26869","COC",478,1492,"",""
2019-06-12,"Blue","26870","COC",432,1193,"",""
2019-06-12,"Blue","26871","COC",384,726,"",""
2019-06-12,"Blue","26872","COC",371,789,"",""
2019-06-12,"Blue","26873","COC",478,1370,"",""
2019-06-19,"N Twin","5585","COC",589,2676,"","Right Pelvic Tag Loss"
2019-06-19,"N Twin","12992","COC",696,4808,"",""
2019-06-19,"N Twin","24703","COC",754,6622,"",""
2019-06-19,"N Twin","24704","COC",592,2604,"",""
2019-06-19,"N Twin","24705","COC",594,2644,"",""
2019-06-19,"N Twin","24706","COC",541,2241,"",""
2019-06-19,"N Twin","24720","COC",612,3039,"",""
2019-06-19,"N Twin","24721","COC",665,4264,"","2019 Tag Loss"
2019-06-19,"N Twin","24722","COC",620,3357,"",""
2019-06-19,"N Twin","24723","COC",630,3583,"",""
2019-06-19,"N Twin","24724","COC",660,4445,"",""
2019-06-19,"N Twin","24725","COC",696,4445,"",""
2019-06-19,"N Twin","24741","BIB",622,3765,"","No Envelope"
2019-06-19,"N Twin","24742","COC",673,3901,"",""
2019-06-19,"N Twin","24744","COC",531,2359,"",""
2019-06-19,"N Twin","24745","COC",592,3402,"",""
2019-06-19,"N Twin","24746","COC",587,3266,"",""
2019-06-19,"N Twin","24747","COC",653,4445,"",""
2019-06-19,"N Twin","24749","COC",500,1633,"",""
2019-06-19,"N Twin","24750","COC",610,3311,"",""
2019-06-24,"S Twin","12688","COC",488,1402,"","Right Pectoral "
2019-06-24,"S Twin","13918","COC",411,912,"","Right Pectoral"
2019-06-24,"S Twin","14318","COC",401,807,"","Right Pectoral"
2019-06-24,"S Twin","14340","COC",409,885,"","Right Pectoral"
2019-06-24,"S Twin","16887","COC",373,735,"","Right Pectoral"
2019-06-24,"S Twin","23933","COC",368,658,"","Right Pectoral"
2019-06-24,"S Twin","24694","BIB",541,2418,"",""
2019-06-24,"S Twin","24606","COC",417,975,"",""
2019-06-24,"S Twin","24607","COC",457,1347,"",""
2019-06-24,"S Twin","24608","COC",427,1080,"",""
2019-06-24,"S Twin","24609","COC",480,1579,"",""
2019-06-24,"S Twin","24610","COC",554,2463,"",""
2019-06-24,"S Twin","24611","COC",579,2431,"",""
2019-06-24,"S Twin","24612","COC",424,930,"",""
2019-06-24,"S Twin","24613","COC",394,830,"",""
2019-06-24,"S Twin","24614","COC",404,1538,"",""
2019-06-24,"S Twin","24616","COC",406,934,"",""
2019-06-24,"S Twin","24617","COC",414,1098,"",""
2019-06-24,"S Twin","24618","COC",404,830,"",""
2019-06-24,"S Twin","24619","COC",371,735,"",""
2019-06-24,"S Twin","24620","COC",437,1184,"","Right Pelvic Tag Loss"
2019-06-24,"S Twin","24621","BIB",498,1837,"",""
2019-06-24,"S Twin","24622","COC",368,640,"",""
2019-06-24,"S Twin","24623","COC",378,785,"",""
2019-06-24,"S Twin","24624","BIB",500,2136,"",""
2019-06-24,"S Twin","24625","COC",262,295,"",""
2019-06-24,"S Twin","24627","COC",445,1256,"","Spine Taken"
2019-06-24,"S Twin","24630","COC",445,1120,"","Spine Taken"
2019-06-24,"S Twin","24676","BIB",544,2654,"",""
2019-06-24,"S Twin","24677","COC",442,1188,"",""
2019-06-24,"S Twin","24678","COC",424,1161,"",""
2019-06-24,"S Twin","24679","COC",343,576,"",""
2019-06-24,"S Twin","24680","COC",460,1438,"",""
2019-06-24,"S Twin","24681","COC",363,662,"",""
2019-06-24,"S Twin","24682","COC",373,744,"",""
2019-06-24,"S Twin","24683","COC",371,767,"",""
2019-06-24,"S Twin","24684","COC",373,821,"",""
2019-06-24,"S Twin","24685","COC",399,1075,"",""
2019-06-24,"S Twin","24686","COC",361,703,"",""
2019-06-24,"S Twin","24687","BIB",564,3030,"",""
2019-06-24,"S Twin","24688","BIB",427,1306,"",""
2019-06-24,"S Twin","24689","COC",373,726,"",""
2019-06-24,"S Twin","24690","COC",429,1107,"",""
2019-06-24,"S Twin","24691","BIB",516,1978,"",""
2019-06-24,"S Twin","24692","BIB",546,2726,"",""
2019-06-24,"S Twin","24693","BIB",480,2150,"",""
2019-06-24,"S Twin","24695","BIB",483,1710,"",""
2019-06-24,"S Twin","24696","COC",401,875,"",""
2019-06-24,"S Twin","24697","COC",386,794,"",""
2019-06-24,"S Twin","24698","COC",414,971,"",""
2019-06-24,"S Twin","24699","BIB",516,2372,"",""
2019-06-24,"S Twin","24700","COC",409,916,"",""
2019-06-24,"S Twin","24707","COC",348,540,"",""
2019-06-24,"S Twin","24708","BIB",495,1955,"",""
2019-06-24,"S Twin","24709","COC",386,794,"",""
2019-06-24,"S Twin","24710","BIB",541,2613,"",""
2019-06-24,"S Twin","24711","COC",417,962,"",""
2019-06-24,"S Twin","24713","COC",386,839,"",""
2019-06-24,"S Twin","24714","COC",378,753,"",""
2019-06-24,"S Twin","24715","COC",356,712,"",""
2019-06-24,"S Twin","24716","BIB",500,2200,"",""
2019-06-24,"S Twin","24717","COC",391,798,"",""
2019-06-24,"S Twin","24718","COC",381,794,"",""
2019-06-24,"S Twin","24719","COC",505,1710,"",""
2019-06-24,"S Twin","28048","COC",353,671,"","Left Pelvic"
2019-06-27,"N Twin","1647","COC",526,1728,"","Right Pelvic"
2019-06-27,"N Twin","5016","COC",617,3293,"","Right Pelvic"
2019-06-27,"N Twin","11418","COC",556,2313,"",""
2019-06-27,"N Twin","24652","COC",612,2998,"",""
2019-06-27,"N Twin","24653","COC",668,3747,"",""
2019-06-27,"N Twin","24654","COC",635,3552,"",""
2019-06-27,"N Twin","24655","COC",592,2699,"",""
2019-06-27,"N Twin","24656","COC",531,2082,"",""
2019-06-27,"N Twin","24657","COC",572,2522,"",""
2019-06-27,"N Twin","24658","COC",653,3914,"",""
2019-06-27,"N Twin","24659","COC",693,4622,"",""
2019-06-27,"N Twin","24660","COC",485,1624,"",""
2019-06-27,"N Twin","24661","COC",665,3456,"",""
2019-06-27,"N Twin","24662","COC",511,1610,"",""
2019-06-27,"N Twin","24663","COC",605,3125,"",""
2019-06-27,"N Twin","24664","COC",572,2767,"",""
2019-06-27,"N Twin","24665","COC",544,2077,"",""
2019-06-27,"N Twin","24666","COC",589,2790,"",""
2019-06-27,"N Twin","24667","COC",561,2309,"",""
2019-06-27,"N Twin","24668","COC",587,3275,"",""
2019-06-27,"N Twin","24669","COC",683,4119,"",""
2019-06-27,"N Twin","24670","COC",559,1814,"",""
2019-06-27,"N Twin","24671","COC",536,2050,"",""
2019-06-27,"N Twin","24672","COC",605,2690,"",""
2019-06-27,"N Twin","24673","COC",592,2740,"",""
2019-06-27,"N Twin","24674","COC",638,3143,"",""
2019-06-27,"N Twin","24675","COC",759,5402,"",""
2019-06-27,"N Twin","26401","COC",688,4518,"",""
2019-06-27,"N Twin","26402","COC",538,1932,"",""
2019-06-27,"N Twin","26403","COC",500,1678,"",""
2019-06-27,"N Twin","26404","COC",640,3801,"",""
2019-06-27,"N Twin","26405","COC",645,3148,"",""
2019-06-27,"N Twin","26406","BIB",734,8165,"","No Spine Taken"
2019-06-27,"N Twin","26407","COC",554,2209,"",""
2019-06-27,"N Twin","26408","COC",645,3592,"",""
2019-06-27,"N Twin","26409","COC",599,2690,"",""
2019-06-27,"N Twin","26410","COC",726,6509,"",""
2019-06-27,"N Twin","26411","COC",500,1610,"",""
2019-06-27,"N Twin","26412","COC",668,3733,"",""
2019-06-27,"N Twin","26413","COC",699,4436,"",""
2019-06-27,"N Twin","26414","COC",592,2771,"",""
2019-06-27,"N Twin","26415","COC",701,4368,"",""
2019-06-27,"N Twin","26416","COC",665,3783,"",""
2019-06-27,"N Twin","26418","COC",437,1256,"",""
2019-06-27,"N Twin","26419","COC",566,2517,"",""
2019-06-27,"N Twin","26420","COC",744,5302,"",""
2019-06-27,"N Twin","26421","COC",762,6863,"",""
2019-06-27,"N Twin","26423","COC",625,2953,"",""
2019-06-27,"N Twin","26424","COC",528,1855,"",""
2019-06-27,"N Twin","26425","COC",607,2726,"",""
2019-06-27,"N Twin","26427","COC",602,2794,"",""
2019-06-27,"N Twin","26428","COC",554,1960,"",""
2019-06-27,"N Twin","26429","COC",635,3393,"",""
2019-06-27,"N Twin","26430","COC",564,2354,"",""
2019-06-27,"N Twin","26433","COC",605,2744,"","Right Pelvic Tag Loss"
2019-06-27,"N Twin","26434","COC",538,1774,"",""
2019-06-27,"N Twin","26435","COC",587,1887,"",""
2019-07-11,"S Twin","26764","BIB",538,2821,"",""
2019-08-02,"S Twin","26144","BIB",478,1792,"",""
2019-08-02,"S Twin","26330","BIB",533,2495,"","Spine Taken"
2019-08-06,"S Twin","26250","BIB",546,3008,"","Spine Taken"
2019-08-06,"S Twin","26287","BIB",460,1615,"","Spine Taken"
2019-08-06,"S Twin","26288","BIB",561,2762,"","Spine Taken"
2019-08-06,"S Twin","26289","BIB",490,1792,"","Spine Taken"
2019-08-06,"S Twin","26290","BIB",493,1955,"","Spine Taken"
2019-08-06,"S Twin","26291","BIB",480,1842,"","Spine Taken"
2019-08-06,"S Twin","26292","BIB",526,2254,"","Spine Taken"
2019-08-14,"S Twin","12517","BIB",457,1551,"","Spine Taken"
2019-08-14,"S Twin","12518","BIB",462,1733,"","Spine Taken"
2019-08-14,"S Twin","12519","BIB",572,3361,"","Spine Taken"
2019-08-14,"S Twin","12520","BIB",505,2123,"","Spine Taken"
2019-08-14,"S Twin","12521","BIB",572,3325,"","Spine Taken"
2019-08-14,"S Twin","12522","BIB",457,1538,"","Spine Taken"
2019-08-14,"S Twin","12523","BIB",490,1910,"","Spine Taken"
2019-08-14,"S Twin","12524","BIB",566,2939,"","Spine Taken"
2019-08-14,"S Twin","12525","BIB",465,1637,"","Spine Taken"
