Lake,Species,Month,Day,Run,Effort,n,cpue,Year
Silver,BIB,10,5,5,0.165,0,0,2018
Silver,BIB,10,5,6,0.223333333,0,0,2018
Silver,BIB,10,5,1,0.314444444,0,0,2018
S. Twin,BIB,5,21,2,0.25,0,0,2018
S. Twin,BIB,6,5,1,0.25,0,0,2018
S. Twin,BIB,6,5,3,0.25,0,0,2018
S. Twin,BIB,6,5,4,0.25,0,0,2018
S. Twin,BIB,6,18,1,0.25,0,0,2018
S. Twin,BIB,6,18,2,0.25,0,0,2018
S. Twin,BIB,6,18,3,0.25,0,0,2018
S. Twin,BIB,6,18,4,0.25,0,0,2018
S. Twin,BIB,7,5,1,0.25,0,0,2018
S. Twin,BIB,7,5,3,0.25,0,0,2018
S. Twin,BIB,7,13,1,0.25,0,0,2018
S. Twin,BIB,7,13,2,0.25,0,0,2018
S. Twin,BIB,7,13,3,0.25,0,0,2018
S. Twin,BIB,7,13,4,0.25,0,0,2018
S. Twin,BIB,8,31,2,0.25,0,0,2018
S. Twin,BIB,9,4,1,0.25,0,0,2018
S. Twin,BIB,9,4,4,0.25,0,0,2018
S. Twin,BIB,8,3,1,0.25,0,0,2018
S. Twin,BIB,8,3,2,0.25,0,0,2018
S. Twin,BIB,8,3,3,0.25,0,0,2018
S. Twin,BIB,8,3,4,0.25,0,0,2018
S. Twin,BIB,8,7,1,0.25,0,0,2018
S. Twin,BIB,8,7,2,0.25,0,0,2018
S. Twin,BIB,8,7,3,0.25,0,0,2018
S. Twin,BIB,8,7,4,0.25,0,0,2018
S. Twin,BIB,8,14,1,0.333888889,0,0,2018
S. Twin,BIB,8,14,2,0.333333333,0,0,2018
S. Twin,BIB,8,14,3,0.333333333,0,0,2018
S. Twin,BIB,8,17,2,0.378611111,0,0,2018
S. Twin,BIB,8,15,1,0.333888889,0,0,2018
S. Twin,BIB,8,15,2,0.385833333,0,0,2018
S. Twin,BIB,8,15,3,0.335,0,0,2018
S. Twin,BIB,8,15,4,0.333333333,0,0,2018
Storm,BIB,5,21,1,0.252777778,0,0,2018
Storm,BIB,5,21,2,0.250833333,0,0,2018
Storm,BIB,5,21,4,0.257777778,0,0,2018
Storm,BIB,5,21,5,0.256944444,0,0,2018
Storm,BIB,5,21,7,0.250277778,0,0,2018
Storm,BIB,5,21,9,0.250833333,0,0,2018
Storm,BIB,5,21,Bonus 2,0.273333333,0,0,2018
Storm,BIB,5,21,Bonus 3,0.283888889,0,0,2018
Storm,BIB,6,7,1,0.334722222,0,0,2018
Storm,BIB,6,7,2,0.265277778,0,0,2018
Storm,BIB,6,7,4,0.239722222,0,0,2018
Storm,BIB,6,8,2,0.262222222,0,0,2018
Storm,BIB,6,8,4,0.253888889,0,0,2018
Storm,BIB,6,8,5,0.438611111,0,0,2018
Storm,BIB,6,8,9,0.3075,0,0,2018
Storm,BIB,6,8,10,0.269166667,0,0,2018
Storm,BIB,6,8,11,0.1225,0,0,2018
Storm,BIB,6,13,2,0.393888889,0,0,2018
Storm,BIB,6,27,1,0.255,0,0,2018
Storm,BIB,6,27,2,0.280277778,0,0,2018
Storm,BIB,6,27,4,0.319722222,0,0,2018
Storm,BIB,6,27,8,0.277222222,0,0,2018
Storm,BIB,6,27,9,0.263333333,0,0,2018
Storm,BIB,6,27,10,0.355277778,0,0,2018
Storm,BIB,7,16,1,0.263333333,0,0,2018
Storm,BIB,7,16,2,0.262222222,0,0,2018
Storm,BIB,7,16,4,0.266388889,0,0,2018
Storm,BIB,7,16,5,0.3025,0,0,2018
Storm,BIB,7,16,9,0.2475,0,0,2018
Storm,BIB,7,16,Bonus,0.949444444,0,0,2018
Storm,BIB,7,17,3,0.542222222,0,0,2018
Storm,BIB,7,17,4,0.412222222,0,0,2018
Storm,BIB,7,17,5,0.855277778,0,0,2018
Storm,BIB,7,17,6,0.236666667,0,0,2018
Storm,BIB,7,24,1,0.691944444,0,0,2018
Storm,BIB,7,24,2,0.419444444,0,0,2018
Storm,BIB,7,24,3,1.060555556,0,0,2018
Storm,BIB,7,24,4,0.480277778,0,0,2018
Storm,BIB,7,24,5,0.457777778,0,0,2018
Storm,BIB,7,31,1,0.9875,0,0,2018
Storm,BIB,7,31,2,0.895833333,0,0,2018
Storm,BIB,7,31,3,1.019722222,0,0,2018
Storm,BIB,7,31,4,1.0325,0,0,2018
Storm,BIB,7,31,5,0.457777778,0,0,2018
Storm,BIB,8,3,5,0.265,0,0,2018
Storm,BIB,8,3,7,0.123611111,0,0,2018
Storm,BIB,8,3,4,0.265277778,0,0,2018
Storm,BIB,8,3,9,0.228333333,0,0,2018
Storm,BIB,8,3,2,0.253888889,0,0,2018
Storm,BIB,8,8,9,0.223333333,0,0,2018
Storm,BIB,8,8,7,0.2775,0,0,2018
Storm,BIB,8,8,1,0.223333333,0,0,2018
Storm,BIB,8,8,2,0.263333333,0,0,2018
Storm,BIB,8,8,4,0.246944444,0,0,2018
Storm,BIB,8,8,5,0.265555556,0,0,2018
Storm,BIB,8,8,Bonus 1,0.259166667,0,0,2018
Storm,BIB,8,14,2,0.735833333,0,0,2018
Storm,BIB,8,14,3,0.513055556,0,0,2018
Storm,BIB,8,14,4,0.431111111,0,0,2018
Storm,BIB,9,9,1,0.250833333,0,0,2018
Storm,BIB,9,9,4,0.240555556,0,0,2018
Storm,BIB,9,9,5,0.288888889,0,0,2018
Storm,BIB,9,9,9,0.250555556,0,0,2018
Storm,BIB,10,5,1,0.2625,0,0,2018
Storm,BIB,10,5,2,0.23,0,0,2018
Storm,BIB,10,5,4,0.240833333,0,0,2018
Storm,BIB,10,5,5,0.450833333,0,0,2018
Storm,BIB,10,5,7,0.341666667,0,0,2018
Storm,BIB,10,5,9,0.262222222,0,0,2018
Storm,BIB,6,8,1,0.250277778,0,0,2018
Storm,BIB,10,31,1,0.25,0,0,2018
Silver,COC,10,31,1,0.25,0,0,2018
Center,BIB,10,31,1,0.25,0,0,2018
Center,BIB,10,31,2,0.25,0,0,2018
