Sample ID,Lake ID,Round,Lake Name,Sampling Date & Time,Year,Total Alkalinity (mg/L as CaCO3),Chlorophyll a (free of pheophytin) (µg/L),Total Suspended Solids (mg/L),Volatile Suspended Solids (mg/L),Involatile (Inorganic) Suspended Solids (mg/L),TN (mg/L),Total Phosphorus as P (µg/L),Soluble Reactive Phosphorus as P (µg/L),NO3+NO2 as N (Cadmium-reduced) (mg/L),Lake Depth at Sampling Site (m),Secchi Transparency at Sampling Site (m),Epilimnetic Average Temperature (°C),Epilimnetic Average pH,Epilimnetic Average Dissolved Oxygen (% Saturation),Epilimnetic Average Dissolved Oxygen (mg/L),Epilimnetic Average Specific Conductivity (uS/cm),Epilimnetic Average Total Dissolved Solids (g/L),Epilimnetic Average Turbidity (NTU),Phytoplankton Total Biomass (mg/L),Zooplankton Total Biomass (µg/L),Bacillariophyta,Chlorophyta,Chrysophyta,Cryptophyta,Cyanophyta,Dinophyta,Euglenophyta,Haptophyta,Alona,Anuraeopsis,Ascomorpha,Asplanchna,Asplanchnopus,Bosmina,Brachionus,Calanoida,Ceriodaphnia,Chydorus,Collotheca,Conochilus (Individual),Coulrella,Cyclopoida,Daphnia,Daphnia lumholtzi,Diaphanosoma,Disparalona,Euchlanis,Filinia,Gastropus,Hexarthra ,Kellicottia,Keratella cochlearis,Keratella quadrata,Lecane,Lepadella,Leptodora,Macrochaetus,Moina,Monostyla,Mytilina,Nauplii,Notholca,Platyias,Pleuroxus,Polyarthra,Pompholyx,Proales,Pseudochydorus,Synchaeta,Testudinella,Trichocerca
2001197005,73,3,(073) Little Sioux Park Lake (Woodbury ) ,7/16/2001 0:00,,169,0.5,2,,,0.8,51,,0.06,8.5,3,26.9,8.8,119,9.5,620,,2,2.99672,2.130104,1.28317,0.03139,,0.08618,,1.59598,,,,,,,,,,,,,,,,,,,,,,,,,,1.37255,,,,,,,,,0.729052,,,,0.028502,,,,,,
2002140005,73,1,(073) Little Sioux Park Lake (Woodbury ) ,5/20/2002 0:00,,179,3.9,4,3,2,0.93,27,2,0.06,8.5,2.9,,,,,,,,11.5899,37.518863,0.18234,0.0535,9.111,0.3594,0.37673,1.50693,,,,,,,,1.302379,,4.877709,,,,,,12.57534,7.495371,,,,,,,,,2.194797,,,,,,,,,8.799398,,,,0.253076,,,,,,0.020793
2002168006,73,2,(073) Little Sioux Park Lake (Woodbury ) ,6/17/2002 0:00,,162,4.6,7,3,4,0.53,,0.5,0.15,7.6,3.65,23.7,8.5,107,9.1,613,,,5.67828,36.189873,2.31297,,,,0.09802,3.26729,,,,,,,,,,7.229649,,,,0.001987,,,25.501509,,,,,,,,,0.641792,,,,,,,,,2.687848,,,,0.127088,,,,,,
2002203006,73,3,(073) Little Sioux Park Lake (Woodbury ) ,7/22/2002 14:00,,140,82.7,7,3,4,0.76,29,0.5,0.22,8.1,2.1,27.8,9.2,128,10.1,340,,2,28.35098,139.459596,2.97209,,,,25.37889,,,,,,,,,2.556939,9.217493,,102.778112,,,,,13.490227,,,,,,0.341526,,,,1.28244,,,,,,,,,7.86078,,,,0.049735,,,,,,1.882344
2003139006,73,1,(073) Little Sioux Park Lake (Woodbury ) ,5/19/2003 15:15,,195,3,17,7,10,0.58,18,0.5,0.06,9,5.5,18.2,8.6,86,8.1,404,,,0.96892,465.141902,0.02365,0.14941,0.34095,0.09619,0.01064,0.34808,,,,,,,,36.408546,,186.974652,,,,,,59.301226,159.622084,,,,,,,,,4.080151,,,,,,,,,13.392255,,,,5.362988,,,,,,
2003167005,73,2,(073) Little Sioux Park Lake (Woodbury ) ,6/16/2003 0:00,,122,1.2,2,2,0.5,0.65,14,0.5,0.06,7.7,4.2,24.9,8.6,148,12.2,340,,1,5.7939,74.278386,0.01977,0.1002,,0.00359,3.99151,1.67883,,,,,,1.160912,,1.702318,,29.41041,,,,,,23.857636,,,,,,,,,,2.879279,,,,,,,,,14.697402,,,,0.570429,,,,,,
2003202005,73,3,(073) Little Sioux Park Lake (Woodbury ) ,7/21/2003 0:00,,98,4.5,4,2,2,0.68,19,0.5,0.06,9,3.15,26.7,8.9,126,10.1,336,,3,1.05391,69.436459,0.05333,0.13592,,0.01516,0.84754,,0.00196,,,,,,,2.664476,0.077206,10.099121,46.061448,,,,,,7.463179,,,,,,,,,1.550968,,,,,,,,,1.520061,,,,,,,,,,
2004138006,73,1,(073) Little Sioux Park Lake (Woodbury ) ,5/17/2004 14:30,,187,1.1,2,0.5,0.5,0.52,18,0.5,0.06,7.8,4.35,17.2,8.5,100,9.6,399,,2,3.59997,57.824663,0.03025,0.01817,,0.00087,3.30953,0.24115,,,,,,,,2.292038,,,3.339528,,,0.005746,,20.802772,26.789654,,,,,,,,,0.394092,,,,,,,,,4.144916,,,,,0.055917,,,,,
2004166005,73,2,(073) Little Sioux Park Lake (Woodbury ) ,6/14/2004 14:15,,154,4.5,4,0.5,3,0.62,15,0.5,0.06,8.9,4.2,24.6,8.9,115,9.6,359,,2,2.00385,51.479025,0.00516,0.01956,,0.03872,1.64915,0.27474,0.01652,,,,,,,6.942891,,13.53299,23.390583,,,,,1.095276,2.199947,,,,,,,,,0.2918,,,,,,,,,4.025538,,,,,,,,,,
2004201006,73,3,(073) Little Sioux Park Lake (Woodbury ) ,7/19/2004 16:30,,161,4.3,4,3,0.5,0.57,20,0.5,0.06,9.2,3.2,27.9,8,126,9.9,348,,2,1.97012,333.713251,0.01109,0.28629,,0.01061,1.66213,,,,,,,,,67.436465,,65.151386,163.431737,,,,,,,,,,,,,,,0.56328,,,,,,,,,37.130383,,,,,,,,,,
2005143015,73,1,(073) Little Sioux Park Lake (Woodbury ) ,5/23/2005 15:20,,170,0.5,3,0.5,2,0.6,12,0.5,0.06,7.9,5.8,20.7,8.8,145,13,326,,1,0.1835,94.127609,0.02841,0.01199,0.00671,0.0036,0.11961,,0.01318,,,,,,,3.755498,,9.854612,,,,0.00027,,6.042465,69.658869,,,,,,,,,0.605977,,,,,,,0.034714,,4.057332,,,,0.117872,,,,,,
2005171016,73,2,(073) Little Sioux Park Lake (Woodbury ) ,6/20/2005 14:15,,159,3.4,3,3,0.5,0.66,16,,0.06,8,4.3,26.6,9.3,144,11.5,291,,9,5.90757,53.749115,0.37959,0.19633,,0.5304,3.75137,1.01766,0.03222,,,,,2.082306,,0.768884,,8.559815,12.802925,,,0.000083,,10.808906,10.282508,,,,,,,,,0.134091,,,,,,,,,7.809493,,,,0.500104,,,,,,
2005207009,73,3,(073) Little Sioux Park Lake (Woodbury ) ,7/26/2005 19:15,,151,11.9,6,,,0.91,23,0.5,,7.4,1.65,28.3,9.2,106,8.2,323,,3,4.42715,9.424441,0.22615,1.21516,,,2.85952,,0.12632,,,,,,,0.187627,,,3.784759,,,,,0.642433,,,,,,,,,,0.254705,,,,,,,,,4.489583,,,,0.023229,,,,,,0.042105
2006142004,73,1,(073) Little Sioux Park Lake (Woodbury ) ,5/22/2006 17:59,,158,1.6,0.5,0.5,0.5,0.75,12,0.5,0.06,8.5,4.95,19.6,9.3,139,12.7,300,,1,23.27862,41.79614,5.34398,4.1966,,0.00961,13.44515,0.28328,,,,,,,,11.964457,0.013424,9.969954,,,,,,7.748868,10.724378,,,,,,,0.153852,,0.027501,,,,,,,,,1.193706,,,,,,,,,,
2006170004,73,2,(073) Little Sioux Park Lake (Woodbury ) ,6/19/2006 14:46,,146,3.1,3,3,0.5,0.64,14,,0.06,8.1,5.25,25.6,9.7,157,12.8,285,,4,57.64301,0.61044,0.87037,0.09682,0.02483,0.51223,55.9054,,0.23336,,,,,,,,0.070622,,,,,,,,,,,,,,,,,0.016461,,0.013459,,,,,,,0.509898,,,,,,,,,,
2006205004,73,3,(073) Little Sioux Park Lake (Woodbury ) ,7/24/2006 17:30,,141,7.5,7,5,2,0.62,21,0.5,0.06,7.6,2.4,27.4,9.6,130,10.3,314,,3,59.23621,129.575704,0.36683,0.23508,,,58.6343,,,,,,,5.79415,,1.040619,0.055182,22.200431,71.435359,,,0.270086,,4.875667,15.290944,,,,,,,,0.070229,0.103532,,,,,,,,,8.382369,,,,0.057136,,,,,,
2007141004,73,1,(073) Little Sioux Park Lake (Woodbury ) ,5/21/2007 15:51,,182,2.5,7,3,2,0.69,17,,0.29,8,2.6,21.9,8.3,119,10.4,358,,2,64.26638,54.685301,4.23629,,7.93327,,50.89171,1.20511,,,,,,3.134669,,2.727291,,10.487651,2.554838,,,,,9.789691,15.338784,,,,0.022567,,,,,0.859391,,,,,,,,,6.382526,,,,3.387893,,,,,,
2007169004,73,2,(073) Little Sioux Park Lake (Woodbury ) ,6/18/2007 15:30,,162,2.5,2,3,2,0.69,15,2.5,0.29,7.6,4.05,26.4,8.8,123,9.9,309,,2,3.05099,98.194068,0.0093,0.35495,,0.0403,1.97297,0.61922,0.05425,,,,,,,8.515838,0.16285,37.606608,8.299598,,,,,11.018597,27.006089,,,,,,,,,0.110854,,,,,,,,,5.340226,,,,0.133408,,,,,,
2007205004,73,3,(073) Little Sioux Park Lake (Woodbury ) ,7/24/2007 12:00,,135,6,2,,,0.69,21,2.5,0.29,6.8,1.95,28.3,9.1,109,8.5,285,,1,0.24733,54.182693,,0.07402,,0.06099,0.11232,,,,,,0.023221,11.296739,,,,11.949873,20.857296,,,0.019413,,,4.781325,,,,,,,,0.195106,0.181595,,,,,,,,,3.435661,,,,1.442464,,,,,,
2009152005,73,1,(073) Little Sioux Park Lake (Woodbury ) ,6/1/2009 17:43,,189,3,2.5,4,2,0.375,14.1,4.5,0.25,6.1,5.5,22,8.8,143.8,12.6,340,,0.7,18.91352,119.247686,0.21841,1.18577,0.00431,0.02183,17.41139,,0.07181,,,,0.017384,4.310846,,17.9899,,17.090242,,,,,,19.092673,56.984815,,,,,,,,,0.185922,,,,,,,,,3.421281,,,,0.154623,,,,,,
2009187041,73,2,(073) Little Sioux Park Lake (Woodbury ) ,7/6/2009 14:08,,155,3,2.5,4,2,0.375,14,4.5,0.25,4.8,4.8,27.8,8.7,107.1,8.4,330,,1,4.97724,13.987343,0.20996,0.1425,,0.06234,2.57321,1.75393,0.2353,,,,0.222991,,,,,,,,,,,,,,,,,,,,0.084027,2.175507,,,,,,,,,5.1717,,,,6.333118,,,,,,
2009215041,73,3,(073) Little Sioux Park Lake (Woodbury ) ,8/3/2009 15:23,,156,3,2.5,4,2,0.375,16,4.5,0.25,7.1,4.4,26.2,8.6,100,8.1,320,,0.4,72.34244,55.961257,0.03827,0.87658,1.56741,,66.33897,,3.52121,,,,,1.477179,,9.991957,0.211752,,,,,0.097873,,11.374546,28.688832,,,,,,,,,0.640645,,,,,,,,,3.278531,,,,0.199942,,,,,,
2010139008,73,1,(073) Little Sioux Park Lake (Woodbury ) ,5/19/2010 13:15,,176,3,2.5,4.5,2,,12.1,4,,8,6,18.1,8.4,113.4,10.7,420,,0.4,2.653066293,241.086,0.171700357,0.250151437,0.005452892,0.071405626,2.129817965,,0.024538016,,,,,1.191,,,,,,,,,,25.771,204.733,,,,,,,,,0.281,,,,,,,,,8.858,,,,0.252,,,,,,
2010188019,73,2,(073) Little Sioux Park Lake (Woodbury ) ,7/7/2010 16:45,,147,3,2.5,4.5,2,1.02,14.5,4,0.25,7.6,3.8,27.6,8.4,104.1,8.2,330,,0.5,4.269127113,66.0410611,,1.003763654,0.114511655,0.033081145,3.009620763,,0.108149896,,,,0.126491776,,,,0.048626229,,,,,1.199422743,,0.865326342,56.35863009,,,,,,,,,0.463895954,,0.053846431,,,,,,,6.272391313,,,,0.652430221,,,,,,
2010230009,73,3,(073) Little Sioux Park Lake (Woodbury ) ,8/18/2010 9:06,,175,3,2.5,4.5,2,1.16,13.2,4,0.25,8.2,1.8,27,7.4,97.2,7.7,390,,2.3,15.83628764,124.7980097,7.975206743,2.507413343,0.126957638,0.092951128,4.644065042,,0.489693745,,,,,13.89914953,,,,48.17662733,13.91561095,,,0.092425557,,9.078437568,29.69972238,,,,,,,0.240604094,0.586780479,0.974555229,,,,,,,,,7.494207468,,,,0.639889111,,,,,,
2011138035,73,1,(073) Little Sioux Park Lake (Woodbury ) ,5/18/2011 10:40,,182,3,3,4,2.5,1.37,7.8,5.5,0.2,7.5,5.7,17.3,8.5,99.6,9.6,370,0.2,0.4,1.449798169,62.60668365,0.010696485,,0.069951616,0.035994521,1.333155547,,,,,,,,,,,14.24063706,,,,,,17.69301462,21.19523209,,,,,,,,,1.147564009,,,,,,,,,8.120143347,,,,0.210092522,,,,,,
2011180042,73,2,(073) Little Sioux Park Lake (Woodbury ) ,6/29/2011 12:31,,163,3,3,4,2.5,0.92,7.8,5.5,0.2,6.2,5.4,23.9,8.4,124.3,10.5,340,0.2,0.9,1.991337839,171.6623041,0.074547578,0.01592897,0.091750865,0.043326797,0.909442221,0.846146867,0.010194541,,,,,0.014264251,,,,16.98137581,,,,,,0.948596533,148.530467,,,,,,,,,0.306960448,,,,,,,,,4.524995439,,,,0.35564458,,,,,,
2011227006,73,3,(073) Little Sioux Park Lake (Woodbury ) ,8/15/2011 14:21,,160,3,3,4,2.5,0.7,15.7,5.5,0.2,7.3,2.4,27.1,8.5,98,7.8,350,0.2,1.1,10.25370482,81.14372233,0.713436998,0.076561293,,0.027165676,9.4184304,,0.018110451,,,,,,,,,8.484943062,15.65107059,,,,,29.50873906,9.775050021,,,,,,,,0.020488698,0.064621647,,,,,,,,,7.297858089,,,,10.34095116,,,,,,
2012137004,73,1,(073) Little Sioux Park Lake (Woodbury ) ,5/16/2012 12:21,,156,2,1.2,1.6,1,0.82,13.7,5,0.03,6.3,5.1,21.2,8.7,124.6,11.1,220,0.3,<0.3,7.684182221,106.7223229,0.047482088,0.719107185,0.064030515,0.266829866,6.586732567,,,,,,,1.607048184,,0.948914353,,,,,,,,29.1262573,65.02692562,,,,,,,,,0.334061423,,,,,,,,,9.564627359,,,,0.114488688,,,,,,
2012178038,73,2,(073) Little Sioux Park Lake (Woodbury ) ,6/26/2012 14:59,,161,7,1.2,1.6,1,0.78,25.1,5,0.03,7,2,27.1,8.5,116.1,9.2,230,0.4,0.6,247.3314266,148.77052,0.086356198,3.235374931,0.05978506,0.095213244,243.7749838,,0.079713414,,,,0.019223391,7.912081705,,31.96240551,,7.718030451,,,,4.228980482,,42.57309258,29.65156679,,,,,,,,0.191985396,0.241668099,,,,,,,,,20.17875241,,,,4.092733218,,,,,,
2012227026,73,3,(073) Little Sioux Park Lake (Woodbury ) ,8/14/2012 16:54,,170,8,8.3,5,3.3,0.73,30.1,5,0.03,6.3,1.4,25.6,8.5,96.2,7.9,240,0.4,1.9,27.75365856,142.6045995,0.459212135,1.745918857,0.118804582,0.061258613,23.87916408,,1.489300295,,,,,,,3.751546103,,,109.1677704,,,,,16.59336354,,,,,,,,,,0.138796717,,,,,,,,,12.64585901,,,,0.307263685,,,,,,
2013135006,73,1,(073) Little Sioux Park Lake (Woodbury ) ,5/15/2013 9:56,,156,1,1.4,1.2,1.6,0.56,25.7,7,0.07,3.9,3.9,18.6,8.9,128.8,12,350,0.2,0.4,0.838163577,83.65032517,0.108207116,0.430736939,0.006958594,0.288085772,0.004175156,,,,,,,,,0.655012243,,,,,,,,9.300027301,64.4311228,,,,,,,,,0.259796245,,,,,,,,,8.931601772,0.065705038,,,,,0.007059767,,,,
2013177008,73,2,(073) Little Sioux Park Lake (Woodbury ) ,6/26/2013 13:38,,132,1,1.4,1.2,1.6,0.47,14.2,7,0.07,5.2,5.2,26.2,9,121.1,9.8,300,0.2,0.2,1.190750713,98.65040007,0.042883185,0.069377003,,0.173451108,0.799669304,0.10350309,0.001867023,,,,,2.026220427,,,,20.59308392,,,,,,8.961321232,64.29328383,,,,,,0.258521148,,,0.293617098,,,,,,,,,2.085710288,,,,0.138642127,,,,,,
2013226004,73,3,(073) Little Sioux Park Lake (Woodbury ) ,8/14/2013 13:00,,136,5,3.2,1.2,1.6,0.47,14.2,7,0.07,6.5,3.1,24.8,9.2,127.4,10.6,310,0.2,1.7,26.47156159,37.46838403,0.041132029,0.575848411,,0.255229515,25.58247696,,0.016874679,,,,,,,,0.091830429,,,,,0.124289685,,9.23971631,14.07319085,,,,,,,,,0.812160667,,,,,,,,,8.698630058,,,,4.147248427,,,,,0.2813176,
2014141006,73,1,(073) Little Sioux Park Lake (Woodbury ) ,5/21/2014 14:07,,153,1.7,1.1,0.3,1.1,0.33,19,2.8,0.03,4.3,4.2,19.5,8.9,128.5,11.8,320,0.2,1.6,48.05226942,47.32627674,,1.482004494,,1.239691247,45.33057368,,,,,,,4.44853348,,1.068496028,,,,,,,,8.691410404,21.48146706,,,,0.045783887,,,,,1.905127227,0.297518659,,,,,,,,9.24626222,,0,,0.141677775,,,,,,
2014190004,73,2,(073) Little Sioux Park Lake (Woodbury ) ,7/9/2014 11:37,,169,5.1,3.6,3.2,1.1,0.61,22.1,2.8,0.03,5.6,2.5,25.7,8.3,103.4,8.4,350,0.2,1.7,8.804687509,91.70854444,4.39314392,0.364613789,,0.104962054,3.818262468,,,0.123705278,,,0.042826643,,,20.4749787,,,25.42163104,,,3.334010128,,16.15723027,23.05665911,,,,,,,,,0.139921061,,,,,,,,,2.858867289,,0,,0.222420194,,,,,,
2014232003,73,3,(073) Little Sioux Park Lake (Woodbury ) ,8/20/2014 13:18,,185,1.7,1.1,0.5,1.1,0.43,18.3,2.8,0.03,5.5,3.8,26.3,8.3,104.3,8.4,390,0.3,1.1,9.56249532,50.71860463,0.13566524,0.974290629,,0.242293358,8.099571819,,,0.110674274,,,,,,1.109725495,,,7.712724873,,,0.155351031,,16.14888138,,,15.68593873,,,,,0.019782569,0.011169111,0.020984545,,0.014093227,,,,,,,8.629795554,,0,,1.210158112,,,,,,
2015140004,73,1,(073) Little Sioux Park Lake (Woodbury ) ,5/20/2015 13:07,,181,3,1.5,1.5,0.7,0.51,14.6,2.2,0.03,3.8,2.8,15.9,8.4,101.4,10,380,0.3,1.8,2.031783868,97.76414652,0.019496143,0.142159378,1.096290208,0.563763476,0.171082376,,,0.038992287,,,,,,22.06271696,,52.93440648,,1.876548435,,,,,4.719327014,,,,,,3.438874529,,,2.850550702,,,,,,,,,9.798810355,,,,0.082912048,,,,,,
2015189003,73,2,(073) Little Sioux Park Lake (Woodbury ) ,7/8/2015 11:47,,175,3,3,2.1,0.7,0.66,22.8,2.2,0.03,7.4,3.1,24.2,8.5,97.2,8.15,370,0.24,< 0.3,2.51389918,72.10793379,0.030220506,0.900762632,0.020147004,1.223930484,0.157515519,,,0.181323035,,,0.182936565,7.679138903,,,,8.124920026,4.088572514,,,5.514274361,,27.72010348,7.266800404,,,,,,,,,1.293441824,,,,,,,,,8.536016885,,,,0.487108601,,,,,,1.214620227
2015230005,73,3,(073) Little Sioux Park Lake (Woodbury ) ,8/18/2015 16:20,,149,13.4,4.54,3.4,0.7,0.41,27.5,2.2,0.03,5.8,1.5,24.9,8.4,95.9,7.94,310,0.2,4.2,7.084646241,91.74811682,1.047672849,3.231562282,0.017035331,0.022713775,2.69752068,,,0.068141324,,,0.018439649,,,5.002183023,,34.06509778,21.69377863,,,1.783305369,,17.01090401,,,0.7154435,,,,,,0.056877078,0.33536047,,,,,,,,,10.02767282,,,,0.195375654,0.015542061,,,,,0.828136777
2000166006,74,1,(074) Little Spirit Lake (Dickinson ) ,6/14/2000 10:30,,202,15.3,56,15,41,1.73,,,0.31,2.1,0.29,20.8,8.5,86,7.7,495,,89,14.88525,,2.67346,8.89561,,,2.65213,0.66405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000194004,74,2,(074) Little Spirit Lake (Dickinson ) ,7/12/2000 15:05,,203,81.1,43,12,31,2.31,,,0.25,2.6,0.33,28.1,9,114,8.9,,,52,9.67009,33.399507,0.62732,,,,9.04277,,,,,,,,,,,7.963199,15.618872,,,,,3.074896,3.566412,,,,,,,,,0.012253,,,,,,,,,3.163875,,,,,,,,,,
2000217006,74,3,(074) Little Spirit Lake (Dickinson ) ,8/4/2000 10:00,,209,38.3,35,12,24,2.38,,,0.28,2.4,0.23,25.1,8.6,95,7.9,480,,81,8.73474,451.104073,0.04191,,,0.15717,8.53566,,,,,,,,,,,94.048118,90.478643,,,,,138.286861,108.615159,,,,,0.083273,,,,0.012684,,,,,,,,,19.579335,,,,,,,,,,
2001136006,74,1,(074) Little Spirit Lake (Dickinson ) ,5/16/2001 0:00,,176,20.3,18,6,12,6.73,124,,5.98,2.8,1.5,20.2,8.9,109,9.8,431,,136,104.57107,478.006416,55.78056,13.02056,,0.67333,35.09662,,,,,,,18.06813,,3.324715,,135.1253,,,,,,3.99224,277.242276,,,,,,,,,1.050197,,,,,,,0.903252,,38.217315,,,,0.082991,,,,,,
2001164006,74,2,(074) Little Spirit Lake (Dickinson ) ,6/13/2001 0:00,,186,54.1,16,7,8,2.72,227,,0.16,3,0.6,21,9.2,82,7.3,411,,48,65.26974,598.014799,,0.20374,,0.05868,65.00732,,,,,,,1.471085,,26.237547,,95.467695,,,,,,4.671824,442.629048,,,,,,,,,0.284451,,,,,,,,,27.253149,,,,,,,,,,
2001199006,74,3,(074) Little Spirit Lake (Dickinson ) ,7/18/2001 0:00,,186,95,16,9,8,2.91,276,,0.16,2.7,0.45,27.8,9.2,155,12.2,732,,74,140.24898,274.665835,,0.13336,,0.16003,139.95559,,,,,,,,,,,246.504251,,,,,,9.448911,8.196901,,,,,,,,,0.00452,,,,,,,,,10.511252,,,,,,,,,,
2002142006,74,1,(074) Little Spirit Lake (Dickinson ) ,5/22/2002 0:00,,216,18.8,18,8,10,1.91,172,91,0.5,2.7,0.7,21.9,,70,6.1,538,,20,17.1734,219.349042,0.8923,1.17761,,0.33296,14.7263,,0.04423,,,,,0.047884,,2.480634,,18.950915,,,,,,,191.672014,,,,,,,,,0.06366,,,,,,,,,6.133935,,,,,,,,,,
2002170006,74,2,(074) Little Spirit Lake (Dickinson ) ,6/19/2002 0:00,,252,27,15,5,10,2.9,,153,0.87,2.7,0.55,21.1,8.3,103,9.1,863,,22,85.92068,208.652581,1.10142,,,,84.81926,,,,,,,,,,,59.584762,,,,,,0.480408,145.591569,,,,,,,,,0.254325,,,,,,,,,2.741517,,,,,,,,,,
2002205006,74,3,(074) Little Spirit Lake (Dickinson ) ,7/24/2002 9:00,,225,103.1,22,15,7,2.57,311,50,0.27,2.5,0.5,25.5,9.1,100,8.2,506,,24,109.28723,719.449187,27.34897,0.04765,,,81.89061,,,,,,,,,2.940096,,30.275338,,,,,,177.148517,487.103304,,,,,,,,,0.066579,,,,,,,,,21.86181,,,,,,,,,,0.053543
2003141006,74,1,(074) Little Spirit Lake (Dickinson ) ,5/21/2003 13:50,,246,17.5,16,8,8,2.9,220,130,1.02,2.7,1.35,16.4,8.9,144,14.1,564,,7,18.08203,171.678205,0.00387,17.79944,,0.27872,,,,,,,,,,,,78.94451,,,,,,12.151996,65.252333,,,,,,,,,0.296251,,,,,,,,,15.033115,,,,,,,,,,
2003169006,74,2,(074) Little Spirit Lake (Dickinson ) ,6/18/2003 0:00,,180,39.9,17,9,8,2.5,270,163,0.53,2.5,1.35,24.5,8.8,119,9.9,536,,11,740.4873,572.160352,0.0064,,,0.05832,740.42258,,,,,,,,,14.045257,,236.289868,,,,,,22.688972,266.45888,,,,,,,,,2.02201,,,,,,,,,30.655365,,,,,,,,,,
2003204007,74,3,(074) Little Spirit Lake (Dickinson ) ,7/23/2003 11:45,,166,21.9,30,6,24,2.71,351,227,0.26,2.7,0.52,24.2,8.8,83,7,545,,31,21.17758,182.938991,,,,,21.17758,,,,,,,,,136.5858,,6.23673,,,,0.0012,,10.041283,16.635838,,,,,,,,,3.944599,,,,,,,,,9.493541,,,,,,,,,,
2004139003,74,1,(074) Little Spirit Lake (Dickinson ) ,5/18/2004 13:30,,247,4.3,18,5,13,1.86,114,24,0.34,2.5,1.75,15.4,9.1,106,10.6,583,,84,10.47773,387.364444,0.27467,1.37093,,0.0248,8.80733,,,,,,,,,14.637539,,178.911574,,,,,,10.797454,156.848782,,,,,,,,,1.376646,1.244206,,,,,,,,23.548243,,,,,,,,,,
2004168006,74,2,(074) Little Spirit Lake (Dickinson ) ,6/16/2004 12:00,,208,157.6,24,18,7,2.39,140,3,0.36,2.5,0.7,22.8,9.5,153,13.2,511,,108,71.39284,967.076241,,,,,71.39284,,,,,,,,,1.858393,,87.687247,1.676008,,,,,3.849974,864.24452,,,,,,,,,0.042887,,,,,,,,,7.717212,,,,,,,,,,
2004203005,74,3,(074) Little Spirit Lake (Dickinson ) ,7/21/2004 9:30,,246,7.7,9,3,6,3.73,362,275,0.27,2.5,1.3,27,8.4,82,6.5,554,,27,5.85596,417.410775,0.19553,0.02539,,0.00282,5.61316,,0.01906,,,,,,,3.473713,0.096882,11.518673,,,,,,34.262306,356.817895,,,,,,,,,,,,,,,,,,11.241306,,,,,,,,,,
2005145009,74,1,(074) Little Spirit Lake (Dickinson ) ,5/25/2005 9:30,,213,2.1,16,14,2,4.2,244,197,2.19,3.3,1.05,18,8.1,89,8.4,525,,849,0.55798,78.597355,0.05233,0.00217,,0.02318,0.4803,,,,,,,,,,,18.547121,,,,,,,41.305234,,,,,,,,,0.039202,,,,,,,,,18.705798,,,,,,,,,,
2005172008,74,2,(074) Little Spirit Lake (Dickinson ) ,6/21/2005 13:00,,220,63.3,11,5,6,2.8,185,106,1.4,3,1.05,23.2,9.2,126,10.8,492,,8,12.08546,165.708667,,,,0.05868,12.02678,,,,,,,,,,,95.263748,,,,0.000251,,,68.425611,,,,,,,,,0.0276,,,,,,,,,1.991457,,,,,,,,,,
2005207011,74,3,(074) Little Spirit Lake (Dickinson ) ,7/26/2005 11:30,,190,494.9,26,18,8,2.57,264,55,0.06,2.8,0.55,25.7,9.1,88,7.1,485,,26,33.36909,137.131346,0.31802,0.01743,,0.49821,32.53543,,,,,,,,,6.906499,0.141457,48.468822,,,,,,66.856938,,,,,,0.718349,,,,0.42935,,1.139279,,,,,,,12.470652,,,,,,,,,,
2006159007,74,1,(074) Little Spirit Lake (Dickinson ) ,6/8/2006 17:35,,208,33.5,17,8,9,2.34,99,3,0.82,2.8,0.75,24,9,94,7.9,487,,23,9.6334,256.156768,1.84492,3.71659,,0.08187,3.99002,,,,,,,12.029723,,5.387124,0.391595,127.448637,,,,0.970282,,17.605392,69.577929,,,,,,,,,0.218762,3.003651,0.752982,,,,,,,18.770691,,,,,,,,,,
2006172003,74,2,(074) Little Spirit Lake (Dickinson ) ,6/21/2006 11:38,,215,58.9,23,12,11,1.91,102,,0.33,2.9,0.55,22.8,9.2,191,16.5,486,,192,46.29624,412.949673,8.61516,6.04983,,,31.63125,,,,,,,,,,0.361507,155.827439,,,,0.018895,,16.359465,222.827278,,,,,,,,,0.208099,,,,,,,,,17.34699,,,,,,,,,,
2006207006,74,3,(074) Little Spirit Lake (Dickinson ) ,7/26/2006 16:19,,184,211.4,43,22,22,2.63,194,3,0.06,2.7,0.3,28.8,9.6,318,24.5,430,,612,245.63812,467.936133,9.2836,0.3146,,0.84142,232.36425,2.83425,,,,,,,,,0.794522,358.729992,,,,,,7.88743,14.019978,,,,,0.137414,,,,0.674646,,,,,,,,,74.415022,,,,0.230649,2.890096,,,,,8.156384
2007142004,74,1,(074) Little Spirit Lake (Dickinson ) ,5/22/2007 16:30,,204,36.1,27,11,16,2.3,138,18,0.65,2.6,0.65,20.1,8.6,109,9.9,470,,21,37.39824,220.012679,2.53662,5.76736,,0.4288,28.66546,,,,,,,,,,,147.777154,,,,,,,43.088438,,,,,,,,,0.060573,10.390454,,,,,,,,18.476828,,,,,,,,,,0.219232
