Sample ID,Lake ID,Sample Date,Division,Genus,Zooplankton_Biomass (ug/L),Flag,Sample Processed Date,Sample Processed By
A19073140007,73,5/20/2019,Rotifera,Keratella.cochlearis,0.215756104,,5/23/2019,Brittany Howes
A19073140007,73,5/20/2019,Copepoda,Nauplii,1.690648484,,5/23/2019,Brittany Howes
A19073140007,73,5/20/2019,Rotifera,Polyarthra,0.03867517,,5/23/2019,Brittany Howes
A19073140007,73,5/20/2019,Rotifera,Pompholyx,0.035065064,,5/23/2019,Brittany Howes
A19073189010,73,7/8/2019,Rotifera,Ascomorpha,0.020233892,,7/18/2019,Katie Cope
A19073189010,73,7/8/2019,Cladocera,Ceriodaphnia,2.706545924,,7/18/2019,Katie Cope
A19073189010,73,7/8/2019,Rotifera,Conochilus,0.16666734,,7/18/2019,Katie Cope
A19073189010,73,7/8/2019,Rotifera,Keratella.cochlearis,0.452440993,,7/18/2019,Katie Cope
A19073189010,73,7/8/2019,Copepoda,Nauplii,2.45483398,,7/18/2019,Katie Cope
A19073189010,73,7/8/2019,Rotifera,Polyarthra,0.111144942,,7/18/2019,Katie Cope
A19073231006,73,8/19/2019,Cladocera,Daphnia,0.257154409,,9/26/2019,Brittany Howes
A19073231006,73,8/19/2019,Cladocera,Diaphanosoma,1.658998534,,9/26/2019,Brittany Howes
A19073231006,73,8/19/2019,Rotifera,Kellicottia,0.032788961,,9/26/2019,Brittany Howes
A19073231006,73,8/19/2019,Rotifera,Keratella.cochlearis,0.020498709,,9/26/2019,Brittany Howes
A19073231006,73,8/19/2019,Copepoda,Nauplii,0.263175061,,9/26/2019,Brittany Howes
A19073231006,73,8/19/2019,Rotifera,Polyarthra,0.066696935,,9/26/2019,Brittany Howes
A19074148004,74,5/28/2019,Cladocera,Alona,0.944640027,,6/13/2019,Katie Cope
A19074148004,74,5/28/2019,Copepoda,Calanoida,6.263717962,,6/13/2019,Katie Cope
A19074148004,74,5/28/2019,Copepoda,Cyclopoida,31.02213303,,6/13/2019,Katie Cope
A19074148004,74,5/28/2019,Cladocera,Daphnia,246.4768919,,6/13/2019,Katie Cope
A19074148004,74,5/28/2019,Rotifera,Keratella.cochlearis,0.324451173,,6/13/2019,Katie Cope
A19074148004,74,5/28/2019,Rotifera,Keratella.quadrata,0.793961244,,6/13/2019,Katie Cope
A19074148004,74,5/28/2019,Copepoda,Nauplii,1.29186723,,6/13/2019,Katie Cope
A19074148004,74,5/28/2019,Rotifera,Polyarthra,0.126915195,,6/13/2019,Katie Cope
A19074203002,74,7/22/2019,Copepoda,Calanoida,96.53315525,,8/12/2019,Brittany Howes
A19074203002,74,7/22/2019,Copepoda,Cyclopoida,137.9144791,,8/12/2019,Brittany Howes
A19074203002,74,7/22/2019,Cladocera,Daphnia,11.92322035,,8/12/2019,Brittany Howes
A19074203002,74,7/22/2019,Rotifera,Keratella.cochlearis,0.002961696,,8/12/2019,Brittany Howes
A19074203002,74,7/22/2019,Copepoda,Nauplii,8.069174524,,8/12/2019,Brittany Howes
A19074246007,74,9/3/2019,Copepoda,Calanoida,96.11682202,,10/24/2019,Brittany Howes
A19074246007,74,9/3/2019,Copepoda,Cyclopoida,11.44332395,,10/24/2019,Brittany Howes
A19074246007,74,9/3/2019,Cladocera,Daphnia,63.07537495,,10/24/2019,Brittany Howes
A19074246007,74,9/3/2019,Rotifera,Keratella.cochlearis,0.002652556,,10/24/2019,Brittany Howes
A19074246007,74,9/3/2019,Copepoda,Nauplii,2.47633117,,10/24/2019,Brittany Howes
A19075177012,75,6/26/2019,Rotifera,Brachionus,4.482698622,,7/10/2019,Katie Cope
A19075177012,75,6/26/2019,Copepoda,Calanoida,54.25527806,,7/10/2019,Katie Cope
A19075177012,75,6/26/2019,Cladocera,Ceriodaphnia,11.10463529,,7/10/2019,Katie Cope
A19075177012,75,6/26/2019,Cladocera,Chydorus,5.06646817,,7/10/2019,Katie Cope
A19075177012,75,6/26/2019,Rotifera,Conochilus,0.124037854,,7/10/2019,Katie Cope
A19075177012,75,6/26/2019,Copepoda,Cyclopoida,87.00135753,,7/10/2019,Katie Cope
A19075177012,75,6/26/2019,Cladocera,Daphnia,131.1211347,,7/10/2019,Katie Cope
A19075177012,75,6/26/2019,Rotifera,Kellicottia,0.096958828,,7/10/2019,Katie Cope
A19075177012,75,6/26/2019,Rotifera,Keratella.cochlearis,0.166206109,,7/10/2019,Katie Cope
A19075177012,75,6/26/2019,Copepoda,Nauplii,1.638436461,,7/10/2019,Katie Cope
A19075177012,75,6/26/2019,Rotifera,Polyarthra,0.757666884,,7/10/2019,Katie Cope
A19075225007,75,8/13/2019,Copepoda,Calanoida,11.23124272,,9/10/2019,Brittany Howes
A19075225007,75,8/13/2019,Cladocera,Chydorus,8.876014143,,9/10/2019,Brittany Howes
A19075225007,75,8/13/2019,Copepoda,Cyclopoida,10.62219755,,9/10/2019,Brittany Howes
A19075225007,75,8/13/2019,Cladocera,Diaphanosoma,3.504406966,,9/10/2019,Brittany Howes
A19075225007,75,8/13/2019,Rotifera,Keratella.cochlearis,0.039282628,,9/10/2019,Brittany Howes
A19075225007,75,8/13/2019,Copepoda,Nauplii,0.594312534,,9/10/2019,Brittany Howes
A19075266006,75,9/23/2019,Copepoda,Calanoida,40.99618268,,12/29/2019,Karianna Fiebelkorn
A19075266006,75,9/23/2019,Cladocera,Ceriodaphnia,25.73502457,,12/29/2019,Karianna Fiebelkorn
A19075266006,75,9/23/2019,Copepoda,Cyclopoida,83.85729646,,12/29/2019,Karianna Fiebelkorn
A19075266006,75,9/23/2019,Cladocera,Daphnia,112.3528672,,12/29/2019,Karianna Fiebelkorn
A19075266006,75,9/23/2019,Rotifera,Keratella.cochlearis,0.354073644,,12/29/2019,Karianna Fiebelkorn
A19075266006,75,9/23/2019,Copepoda,Nauplii,5.086585678,,12/29/2019,Karianna Fiebelkorn
A19075266006,75,9/23/2019,Rotifera,Polyarthra,2.110481973,,12/29/2019,Karianna Fiebelkorn
A19075266006,75,9/23/2019,Rotifera,Pompholyx,4.121656173,,12/29/2019,Karianna Fiebelkorn
A19076162005,76,6/11/2019,Copepoda,Calanoida,0.904524066,,6/28/2019,Brittany Howes
A19076162005,76,6/11/2019,Copepoda,Cyclopoida,1.27264606,,6/28/2019,Brittany Howes
A19076162005,76,6/11/2019,Cladocera,Daphnia,30.17985279,,6/28/2019,Brittany Howes
A19076162005,76,6/11/2019,Rotifera,Keratella.cochlearis,0.004526205,,6/28/2019,Brittany Howes
A19076162005,76,6/11/2019,Rotifera,Keratella.quadrata,0.07128728,,6/28/2019,Brittany Howes
A19076162005,76,6/11/2019,Copepoda,Nauplii,0.842383056,,6/28/2019,Brittany Howes
A19076211009,76,7/30/2019,Rotifera,Brachionus,0.1867404,,8/19/2019,Karianna Fiebelkorn
A19076211009,76,7/30/2019,Copepoda,Calanoida,91.17137645,,8/19/2019,Karianna Fiebelkorn
A19076211009,76,7/30/2019,Cladocera,Chydorus,24.72799454,,8/19/2019,Karianna Fiebelkorn
A19076211009,76,7/30/2019,Copepoda,Cyclopoida,20.72952771,,8/19/2019,Karianna Fiebelkorn
A19076211009,76,7/30/2019,Rotifera,Keratella.cochlearis,0.022767744,,8/19/2019,Karianna Fiebelkorn
A19076211009,76,7/30/2019,Copepoda,Nauplii,7.000348162,,8/19/2019,Karianna Fiebelkorn
A19076251007,76,9/8/2019,Copepoda,Calanoida,897.9394024,,11/1/2019,Karianna Fiebelkorn
A19076251007,76,9/8/2019,Cladocera,Chydorus,0.953104328,,11/1/2019,Karianna Fiebelkorn
A19076251007,76,9/8/2019,Copepoda,Cyclopoida,69.37022147,,11/1/2019,Karianna Fiebelkorn
A19076251007,76,9/8/2019,Cladocera,Daphnia,5.272814138,,11/1/2019,Karianna Fiebelkorn
A19076251007,76,9/8/2019,Cladocera,Diaphanosoma,5.706512378,,11/1/2019,Karianna Fiebelkorn
A19076251007,76,9/8/2019,Rotifera,Keratella.cochlearis,0.487731131,,11/1/2019,Karianna Fiebelkorn
A19076251007,76,9/8/2019,Copepoda,Nauplii,13.46812512,,11/1/2019,Karianna Fiebelkorn
A19076251007,76,9/8/2019,Rotifera,Polyarthra,0.557529379,,11/1/2019,Karianna Fiebelkorn
A19077150001,77,5/30/2019,Cladocera,Alonella,0.582903545,,6/12/2019,Brittany Howes
A19077150001,77,5/30/2019,Rotifera,Asplanchna,0.944113594,,6/12/2019,Brittany Howes
A19077150001,77,5/30/2019,Copepoda,Calanoida,21.79346273,,6/12/2019,Brittany Howes
A19077150001,77,5/30/2019,Copepoda,Cyclopoida,8.373986565,,6/12/2019,Brittany Howes
A19077150001,77,5/30/2019,Cladocera,Daphnia,16.43345536,,6/12/2019,Brittany Howes
A19077150001,77,5/30/2019,Rotifera,Keratella.cochlearis,1.010181496,,6/12/2019,Brittany Howes
A19077150001,77,5/30/2019,Copepoda,Nauplii,2.602193525,,6/12/2019,Brittany Howes
A19077204005,77,7/23/2019,Rotifera,Asplanchna,6.461023583,,8/14/2019,Brittany Howes
A19077204005,77,7/23/2019,Cladocera,Bosmina,1.737145374,,8/14/2019,Brittany Howes
A19077204005,77,7/23/2019,Copepoda,Calanoida,9.853403359,,8/14/2019,Brittany Howes
A19077204005,77,7/23/2019,Cladocera,Chydorus,8.851782385,,8/14/2019,Brittany Howes
A19077204005,77,7/23/2019,Copepoda,Cyclopoida,30.17776221,,8/14/2019,Brittany Howes
A19077204005,77,7/23/2019,Cladocera,Daphnia,32.18145103,,8/14/2019,Brittany Howes
A19077204005,77,7/23/2019,Rotifera,Keratella.cochlearis,0.021671026,,8/14/2019,Brittany Howes
A19077204005,77,7/23/2019,Copepoda,Nauplii,5.290452089,,8/14/2019,Brittany Howes
A19077247002,77,9/4/2019,Copepoda,Calanoida,3.971702674,,10/24/2019,Brittany Howes
A19077247002,77,9/4/2019,Cladocera,Chydorus,1.471221467,,10/24/2019,Brittany Howes
A19077247002,77,9/4/2019,Copepoda,Cyclopoida,6.450838577,,10/24/2019,Brittany Howes
A19077247002,77,9/4/2019,Cladocera,Daphnia,0.58009337,,10/24/2019,Brittany Howes
A19077247002,77,9/4/2019,Rotifera,Keratella.cochlearis,0.027124451,,10/24/2019,Brittany Howes
A19077247002,77,9/4/2019,Copepoda,Nauplii,0.486211394,,10/24/2019,Brittany Howes
A19078149006,78,5/29/2019,Rotifera,Brachionus,0.191696519,,6/14/2019,Brittany Howes
A19078149006,78,5/29/2019,Copepoda,Calanoida,9.242429382,,6/14/2019,Brittany Howes
A19078149006,78,5/29/2019,Cladocera,Chydorus,1.556523588,,6/14/2019,Brittany Howes
A19078149006,78,5/29/2019,Copepoda,Cyclopoida,2.471950186,,6/14/2019,Brittany Howes
A19078149006,78,5/29/2019,Cladocera,Daphnia,34.79261821,,6/14/2019,Brittany Howes
A19078149006,78,5/29/2019,Cladocera,Diaphanosoma,0.936610481,,6/14/2019,Brittany Howes
A19078149006,78,5/29/2019,Rotifera,Keratella.cochlearis,0.016647237,,6/14/2019,Brittany Howes
A19078149006,78,5/29/2019,Copepoda,Nauplii,2.052021193,,6/14/2019,Brittany Howes
A19078149006,78,5/29/2019,Rotifera,Polyarthra,0.012341035,,6/14/2019,Brittany Howes
A19078203009,78,7/22/2019,Cladocera,Bosmina,8.25438034,,8/7/2019,Brittany Howes
A19078203009,78,7/22/2019,Copepoda,Calanoida,1.977898535,,8/7/2019,Brittany Howes
A19078203009,78,7/22/2019,Copepoda,Cyclopoida,1.798745977,,8/7/2019,Brittany Howes
A19078203009,78,7/22/2019,Cladocera,Daphnia,12.94478006,,8/7/2019,Brittany Howes
A19078203009,78,7/22/2019,Cladocera,Diaphanosoma,2.391796875,,8/7/2019,Brittany Howes
A19078203009,78,7/22/2019,Rotifera,Keratella.cochlearis,0.040465032,,8/7/2019,Brittany Howes
A19078203009,78,7/22/2019,Copepoda,Nauplii,2.84418786,,8/7/2019,Brittany Howes
A19078203009,78,7/22/2019,Rotifera,Polyarthra,0.228582855,,8/7/2019,Brittany Howes
A19078246005,78,9/3/2019,Cladocera,Chydorus,126.2536081,,10/25/2019,Karianna Fiebelkorn
A19078246005,78,9/3/2019,Copepoda,Cyclopoida,187.603906,,10/25/2019,Karianna Fiebelkorn
A19078246005,78,9/3/2019,Cladocera,Daphnia,2.630438,,10/25/2019,Karianna Fiebelkorn
A19078246005,78,9/3/2019,Rotifera,Keratella.cochlearis,0.087833442,,10/25/2019,Karianna Fiebelkorn
A19078246005,78,9/3/2019,Copepoda,Nauplii,2.946498426,,10/25/2019,Karianna Fiebelkorn
A19078246005,78,9/3/2019,Rotifera,Polyarthra,0.263158877,,10/25/2019,Karianna Fiebelkorn
A19079177011,79,6/26/2019,Rotifera,Asplanchna,0.834382229,,7/10/2019,Katie Cope
A19079177011,79,6/26/2019,Cladocera,Ceriodaphnia,10.48565654,,7/10/2019,Katie Cope
A19079177011,79,6/26/2019,Copepoda,Cyclopoida,43.0986909,,7/10/2019,Katie Cope
A19079177011,79,6/26/2019,Cladocera,Daphnia,87.37847539,,7/10/2019,Katie Cope
A19079177011,79,6/26/2019,Rotifera,Keratella.cochlearis,0.008904796,,7/10/2019,Katie Cope
A19079177011,79,6/26/2019,Copepoda,Nauplii,6.229004744,,7/10/2019,Katie Cope
A19079177011,79,6/26/2019,Rotifera,Polyarthra,6.932749213,,7/10/2019,Katie Cope
A19079225005,79,8/13/2019,Copepoda,Calanoida,1.518481036,,9/10/2019,Brittany Howes
A19079225005,79,8/13/2019,Copepoda,Cyclopoida,15.8676832,,9/10/2019,Brittany Howes
A19079225005,79,8/13/2019,Cladocera,Diaphanosoma,0.478451109,,9/10/2019,Brittany Howes
A19079225005,79,8/13/2019,Rotifera,Kellicottia,0.02230831,,9/10/2019,Brittany Howes
A19079225005,79,8/13/2019,Rotifera,Keratella.cochlearis,0.003732499,,9/10/2019,Brittany Howes
A19079225005,79,8/13/2019,Copepoda,Nauplii,2.431178615,,9/10/2019,Brittany Howes
A19079266004,79,9/23/2019,Copepoda,Calanoida,1.710139196,,12/10/2019,Brittany Howes
A19079266004,79,9/23/2019,Copepoda,Cyclopoida,24.59454578,,12/10/2019,Brittany Howes
A19079266004,79,9/23/2019,Cladocera,Daphnia,0.657175429,,12/10/2019,Brittany Howes
A19079266004,79,9/23/2019,Cladocera,Diaphanosoma,2.651283058,,12/10/2019,Brittany Howes
A19079266004,79,9/23/2019,Rotifera,Keratella.cochlearis,0.002804127,,12/10/2019,Brittany Howes
A19079266004,79,9/23/2019,Copepoda,Nauplii,5.301569099,,12/10/2019,Brittany Howes
A19079266004,79,9/23/2019,Rotifera,Polyarthra,0.115114291,,12/10/2019,Brittany Howes
A19080142008,80,5/22/2019,Cladocera,Bosmina,79.69921163,,6/3/2019,Brittany Howes
A19080142008,80,5/22/2019,Copepoda,Cyclopoida,50.27428482,,6/3/2019,Brittany Howes
A19080142008,80,5/22/2019,Rotifera,Keratella.cochlearis,1.214660806,,6/3/2019,Brittany Howes
A19080142008,80,5/22/2019,Copepoda,Nauplii,27.03895496,,6/3/2019,Brittany Howes
A19080190008,80,7/9/2019,Rotifera,Anuraeopsis,0.001998731,,7/25/2019,Katie Cope
A19080190008,80,7/9/2019,Rotifera,Asplanchna,1.946633134,,7/25/2019,Katie Cope
A19080190008,80,7/9/2019,Cladocera,Bosmina,4.777025428,,7/25/2019,Katie Cope
A19080190008,80,7/9/2019,Rotifera,Brachionus,0.327034533,,7/25/2019,Katie Cope
A19080190008,80,7/9/2019,Cladocera,Ceriodaphnia,21.81601403,,7/25/2019,Katie Cope
A19080190008,80,7/9/2019,Rotifera,Conochilus,0.02481035,,7/25/2019,Katie Cope
A19080190008,80,7/9/2019,Copepoda,Cyclopoida,20.1673179,,7/25/2019,Katie Cope
A19080190008,80,7/9/2019,Cladocera,Daphnia,13.36411215,,7/25/2019,Katie Cope
A19080190008,80,7/9/2019,Rotifera,Hexarthra,0.077312599,,7/25/2019,Katie Cope
A19080190008,80,7/9/2019,Rotifera,Kellicottia,0.075801621,,7/25/2019,Katie Cope
A19080190008,80,7/9/2019,Rotifera,Keratella.cochlearis,0.262034287,,7/25/2019,Katie Cope
A19080190008,80,7/9/2019,Copepoda,Nauplii,14.33682882,,7/25/2019,Katie Cope
A19080190008,80,7/9/2019,Rotifera,Polyarthra,0.570208033,,7/25/2019,Katie Cope
A19080232008,80,8/20/2019,Rotifera,Anuraeopsis,0.149325505,,10/3/2019,Brittany Howes
A19080232008,80,8/20/2019,Rotifera,Asplanchnopus,0.912901928,,10/3/2019,Brittany Howes
A19080232008,80,8/20/2019,Copepoda,Cyclopoida,22.32967792,,10/3/2019,Brittany Howes
A19080232008,80,8/20/2019,Rotifera,Kellicottia,0.127138971,,10/3/2019,Brittany Howes
A19080232008,80,8/20/2019,Rotifera,Keratella.cochlearis,0.171954463,,10/3/2019,Brittany Howes
A19080232008,80,8/20/2019,Copepoda,Nauplii,0.740487803,,10/3/2019,Brittany Howes
A19080232008,80,8/20/2019,Rotifera,Polyarthra,0.573696535,,10/3/2019,Brittany Howes
A19082162001,82,6/11/2019,Rotifera,Asplanchna,1.695483056,,7/2/2019,Brittany Howes
A19082162001,82,6/11/2019,Cladocera,Chydorus,2.393607872,,7/2/2019,Brittany Howes
A19082162001,82,6/11/2019,Copepoda,Cyclopoida,15.8067659,,7/2/2019,Brittany Howes
A19082162001,82,6/11/2019,Cladocera,Daphnia,147.8561909,,7/2/2019,Brittany Howes
A19082162001,82,6/11/2019,Rotifera,Keratella.cochlearis,0.068447906,,7/2/2019,Brittany Howes
A19082162001,82,6/11/2019,Rotifera,Keratella.quadrata,0.155574864,,7/2/2019,Brittany Howes
A19082162001,82,6/11/2019,Copepoda,Nauplii,5.44476786,,7/2/2019,Brittany Howes
A19082162001,82,6/11/2019,Rotifera,Synchaeta,0.051513923,,7/2/2019,Brittany Howes
A19082211008,82,7/30/2019,Copepoda,Cyclopoida,9.160277149,,8/23/2019,Brittany Howes
A19082211008,82,7/30/2019,Cladocera,Daphnia,121.2544664,,8/23/2019,Brittany Howes
A19082211008,82,7/30/2019,Rotifera,Filinia,0.180895292,,8/23/2019,Brittany Howes
A19082211008,82,7/30/2019,Rotifera,Keratella.cochlearis,0.127334292,,8/23/2019,Brittany Howes
A19082211008,82,7/30/2019,Rotifera,Monostyla,1.423436845,,8/23/2019,Brittany Howes
A19082211008,82,7/30/2019,Copepoda,Nauplii,2.462211,,8/23/2019,Brittany Howes
A19082211008,82,7/30/2019,Rotifera,Polyarthra,1.428729973,,8/23/2019,Brittany Howes
A19082211008,82,7/30/2019,Rotifera,Trichocerca,3.736986254,,8/23/2019,Brittany Howes
A19082251011,82,9/8/2019,Copepoda,Calanoida,5.022939434,,11/14/2019,Brittany Howes
A19082251011,82,9/8/2019,Cladocera,Chydorus,0.321035629,,11/14/2019,Brittany Howes
A19082251011,82,9/8/2019,Copepoda,Cyclopoida,7.50318416,,11/14/2019,Brittany Howes
A19082251011,82,9/8/2019,Cladocera,Daphnia,7.080732801,,11/14/2019,Brittany Howes
A19082251011,82,9/8/2019,Cladocera,Diaphanosoma,0.375859983,,11/14/2019,Brittany Howes
A19082251011,82,9/8/2019,Rotifera,Filinia,0.016322285,,11/14/2019,Brittany Howes
A19082251011,82,9/8/2019,Rotifera,Keratella.cochlearis,0.014656347,,11/14/2019,Brittany Howes
A19082251011,82,9/8/2019,Copepoda,Nauplii,1.063170729,,11/14/2019,Brittany Howes
A19082251011,82,9/8/2019,Rotifera,Polyarthra,0.027912608,,11/14/2019,Brittany Howes
A19083176009,83,6/25/2019,Copepoda,Calanoida,10.36137736,,7/15/2019,Karianna Fiebelkorn
A19083176009,83,6/25/2019,Copepoda,Cyclopoida,29.78266759,,7/15/2019,Karianna Fiebelkorn
A19083176009,83,6/25/2019,Cladocera,Daphnia,0.786612731,,7/15/2019,Karianna Fiebelkorn
A19083176009,83,6/25/2019,Rotifera,Keratella.cochlearis,0.075252708,,7/15/2019,Karianna Fiebelkorn
A19083176009,83,6/25/2019,Copepoda,Nauplii,1.183823689,,7/15/2019,Karianna Fiebelkorn
A19083176009,83,6/25/2019,Rotifera,Polyarthra,0.180722623,,7/15/2019,Karianna Fiebelkorn
A19083224009,83,8/12/2019,Rotifera,Asplanchna,0.505106076,,9/3/2019,Brittany Howes
A19083224009,83,8/12/2019,Rotifera,Brachionus,0.038029326,,9/3/2019,Brittany Howes
A19083224009,83,8/12/2019,Copepoda,Calanoida,0.681771511,,9/3/2019,Brittany Howes
A19083224009,83,8/12/2019,Copepoda,Cyclopoida,1.489205831,,9/3/2019,Brittany Howes
A19083224009,83,8/12/2019,Cladocera,Diaphanosoma,0.226380952,,9/3/2019,Brittany Howes
A19083224009,83,8/12/2019,Rotifera,Keratella.cochlearis,0.000660209,,9/3/2019,Brittany Howes
A19083224009,83,8/12/2019,Copepoda,Nauplii,0.579003874,,9/3/2019,Brittany Howes
A19083224009,83,8/12/2019,Rotifera,Polyarthra,0.372043333,,9/3/2019,Brittany Howes
A19083268003,83,9/25/2019,Copepoda,Cyclopoida,30.45102701,,12/12/2019,Brittany Howes
A19083268003,83,9/25/2019,Cladocera,Diaphanosoma,2.297495959,,12/12/2019,Brittany Howes
A19083268003,83,9/25/2019,Rotifera,Keratella.cochlearis,0.001575312,,12/12/2019,Brittany Howes
A19083268003,83,9/25/2019,Copepoda,Nauplii,4.990618582,,12/12/2019,Brittany Howes
A19083268003,83,9/25/2019,Rotifera,Polyarthra,0.068411187,,12/12/2019,Brittany Howes
A19084148002,84,5/28/2019,Copepoda,Calanoida,11.47752668,,6/14/2019,Brittany Howes
A19084148002,84,5/28/2019,Cladocera,Chydorus,1.932937789,,6/14/2019,Brittany Howes
A19084148002,84,5/28/2019,Copepoda,Cyclopoida,3.069742062,,6/14/2019,Brittany Howes
A19084148002,84,5/28/2019,Cladocera,Daphnia,43.30567931,,6/14/2019,Brittany Howes
A19084148002,84,5/28/2019,Cladocera,Diaphanosoma,1.385354064,,6/14/2019,Brittany Howes
A19084148002,84,5/28/2019,Copepoda,Nauplii,2.558216194,,6/14/2019,Brittany Howes
A19084204002,84,7/23/2019,Rotifera,Brachionus,0.012400534,,8/8/2019,Brittany Howes
A19084204002,84,7/23/2019,Copepoda,Cyclopoida,1.39316307,,8/8/2019,Brittany Howes
A19084204002,84,7/23/2019,Rotifera,Keratella.cochlearis,0.065723117,,8/8/2019,Brittany Howes
A19084204002,84,7/23/2019,Copepoda,Nauplii,1.7474877,,8/8/2019,Brittany Howes
A19084204002,84,7/23/2019,Rotifera,Polyarthra,0.058745856,,8/8/2019,Brittany Howes
A19084246010,84,9/3/2019,Cladocera,Bosmina,0.846923002,,10/22/2019,Brittany Howes
A19084246010,84,9/3/2019,Copepoda,Calanoida,55.56274856,,10/22/2019,Brittany Howes
A19084246010,84,9/3/2019,Copepoda,Cyclopoida,185.0972803,,10/22/2019,Brittany Howes
A19084246010,84,9/3/2019,Rotifera,Keratella.cochlearis,0.025670101,,10/22/2019,Brittany Howes
A19084246010,84,9/3/2019,Copepoda,Nauplii,3.44718575,,10/22/2019,Brittany Howes
A19084246010,84,9/3/2019,Rotifera,Polyarthra,0.242049543,,10/22/2019,Brittany Howes
A19085176010,85,6/25/2019,Copepoda,Calanoida,3.782573269,,7/11/2019,Brittany Howes
A19085176010,85,6/25/2019,Cladocera,Chydorus,0.867682869,,7/11/2019,Brittany Howes
A19085176010,85,6/25/2019,Copepoda,Cyclopoida,1.638022608,,7/11/2019,Brittany Howes
A19085176010,85,6/25/2019,Cladocera,Daphnia,1.9194685,,7/11/2019,Brittany Howes
A19085176010,85,6/25/2019,Rotifera,Keratella.cochlearis,0.006263652,,7/11/2019,Brittany Howes
A19085176010,85,6/25/2019,Copepoda,Nauplii,0.497217885,,7/11/2019,Brittany Howes
A19085176010,85,6/25/2019,Rotifera,Polyarthra,0.599687338,,7/11/2019,Brittany Howes
A19085224010,85,8/12/2019,Copepoda,Calanoida,2.936652567,,9/12/2019,Brittany Howes
A19085224010,85,8/12/2019,Copepoda,Cyclopoida,0.308876171,,9/12/2019,Brittany Howes
A19085224010,85,8/12/2019,Cladocera,Diaphanosoma,0.202085604,,9/12/2019,Brittany Howes
A19085224010,85,8/12/2019,Rotifera,Filinia,0.090617871,,9/12/2019,Brittany Howes
A19085224010,85,8/12/2019,Rotifera,Keratella.cochlearis,0.000505256,,9/12/2019,Brittany Howes
A19085224010,85,8/12/2019,Copepoda,Nauplii,0.533650609,,9/12/2019,Brittany Howes
A19085224010,85,8/12/2019,Rotifera,Polyarthra,0.021911713,,9/12/2019,Brittany Howes
A19085224010,85,8/12/2019,Rotifera,Synchaeta,0.000628118,,9/12/2019,Brittany Howes
A19085268004,85,9/25/2019,Rotifera,Brachionus,0.02492409,,12/3/2019,Brittany Howes
A19085268004,85,9/25/2019,Copepoda,Calanoida,15.1661421,,12/3/2019,Brittany Howes
A19085268004,85,9/25/2019,Copepoda,Cyclopoida,17.5473076,,12/3/2019,Brittany Howes
A19085268004,85,9/25/2019,Cladocera,Diaphanosoma,3.916464878,,12/3/2019,Brittany Howes
A19085268004,85,9/25/2019,Rotifera,Keratella.cochlearis,0.026883237,,12/3/2019,Brittany Howes
A19085268004,85,9/25/2019,Copepoda,Nauplii,9.84633172,,12/3/2019,Brittany Howes
A19085268004,85,9/25/2019,Rotifera,Polyarthra,0.840679062,,12/3/2019,Brittany Howes
A19086140004,86,5/20/2019,Copepoda,Cyclopoida,10.75564149,,5/24/2019,Brittany Howes
A19086140004,86,5/20/2019,Cladocera,Daphnia,343.8954034,,5/24/2019,Brittany Howes
A19086140004,86,5/20/2019,Rotifera,Keratella.cochlearis,0.227039242,,5/24/2019,Brittany Howes
A19086140004,86,5/20/2019,Copepoda,Nauplii,5.643905705,,5/24/2019,Brittany Howes
A19086140004,86,5/20/2019,Rotifera,Polyarthra,0.056199421,,5/24/2019,Brittany Howes
A19086189002,86,7/8/2019,Rotifera,Keratella.cochlearis,0.272756089,,7/15/2019,Karianna Fiebelkorn
A19086189002,86,7/8/2019,Copepoda,Nauplii,1.578416085,,7/15/2019,Karianna Fiebelkorn
A19086189002,86,7/8/2019,Rotifera,Polyarthra,0.192325864,,7/15/2019,Karianna Fiebelkorn
A19086189002,86,7/8/2019,Rotifera,Pompholyx,0.283768618,,7/15/2019,Karianna Fiebelkorn
A19086231003,86,8/19/2019,Rotifera,Brachionus,0.125309126,,10/2/2019,Karianna Fiebelkorn
A19086231003,86,8/19/2019,Copepoda,Cyclopoida,48.3981463,,10/2/2019,Karianna Fiebelkorn
A19086231003,86,8/19/2019,Rotifera,Keratella.cochlearis,0.044771971,,10/2/2019,Karianna Fiebelkorn
A19086231003,86,8/19/2019,Copepoda,Nauplii,2.792038299,,10/2/2019,Karianna Fiebelkorn
A19086231003,86,8/19/2019,Rotifera,Polyarthra,1.630479679,,10/2/2019,Karianna Fiebelkorn
A19087162008,87,6/11/2019,Rotifera,Asplanchna,0.29849766,,6/26/2019,Brittany Howes
A19087162008,87,6/11/2019,Cladocera,Bosmina,2.580553526,,6/26/2019,Brittany Howes
A19087162008,87,6/11/2019,Copepoda,Calanoida,14.01952109,,6/26/2019,Brittany Howes
A19087162008,87,6/11/2019,Copepoda,Cyclopoida,21.16816855,,6/26/2019,Brittany Howes
A19087162008,87,6/11/2019,Cladocera,Daphnia,51.0178453,,6/26/2019,Brittany Howes
A19087162008,87,6/11/2019,Rotifera,Kellicottia,0.00136727,,6/26/2019,Brittany Howes
A19087162008,87,6/11/2019,Rotifera,Keratella.cochlearis,0.033064915,,6/26/2019,Brittany Howes
A19087162008,87,6/11/2019,Copepoda,Nauplii,4.051772054,,6/26/2019,Brittany Howes
A19087162008,87,6/11/2019,Rotifera,Polyarthra,2.475404116,,6/26/2019,Brittany Howes
