Sample ID,Lake Number,Date Sampled,Division,Genus,Biomass (mg/L),Sample Processed by,Date Processed
A19046155,46,6/4/2019,Euglenophyta,Euglena,0.396104893,Katie Cope,10/8/2019
A19047154,47,6/3/2019,Bacillariophyta,Asterionella,0.548978632,Katie Cope,10/10/2019
A19047154,47,6/3/2019,Bacillariophyta,Synedra,0.003040497,Katie Cope,10/10/2019
A19047154,47,6/3/2019,Chlorophyta,Ankyra,0.00024875,Katie Cope,10/10/2019
A19047154,47,6/3/2019,Chlorophyta,Carteria,0.073574747,Katie Cope,10/10/2019
A19047154,47,6/3/2019,Chlorophyta,Characium,0.03134251,Katie Cope,10/10/2019
A19047154,47,6/3/2019,Chlorophyta,Chlamydomonas,1.47052368,Katie Cope,10/10/2019
A19047154,47,6/3/2019,Chlorophyta,Closterium,0.027763273,Katie Cope,10/10/2019
A19047154,47,6/3/2019,Chlorophyta,Coelastrum,0.020148757,Katie Cope,10/10/2019
A19047154,47,6/3/2019,Chlorophyta,Cosmarium,0.094787601,Katie Cope,10/10/2019
A19047154,47,6/3/2019,Chlorophyta,Crucigenia,0.725813095,Katie Cope,10/10/2019
A19047154,47,6/3/2019,Chlorophyta,Golenkina,0.014151116,Katie Cope,10/10/2019
A19047154,47,6/3/2019,Chlorophyta,Golenkiniopsis,0.00074625,Katie Cope,10/10/2019
A19047154,47,6/3/2019,Chlorophyta,Kirchneriella,0.000466406,Katie Cope,10/10/2019
A19047154,47,6/3/2019,Chlorophyta,Lagerheimia,0.088189582,Katie Cope,10/10/2019
A19047154,47,6/3/2019,Chlorophyta,Oocystis,0.058749822,Katie Cope,10/10/2019
A19047154,47,6/3/2019,Chlorophyta,Pediastrum,0.674085084,Katie Cope,10/10/2019
A19047154,47,6/3/2019,Chlorophyta,Scenedesmus,0.148447084,Katie Cope,10/10/2019
A19047154,47,6/3/2019,Chlorophyta,Sphaerocystis,0.196543275,Katie Cope,10/10/2019
A19047154,47,6/3/2019,Chlorophyta,Tetraedron,0.005405328,Katie Cope,10/10/2019
A19047154,47,6/3/2019,Chlorophyta,Tetrastrum,0.016349944,Katie Cope,10/10/2019
A19047154,47,6/3/2019,Cryptophyta,Cryptomonas,2.592666632,Katie Cope,10/10/2019
A19047154,47,6/3/2019,Cryptophyta,Komma,0.318308121,Katie Cope,10/10/2019
A19047154,47,6/3/2019,Cyanophyta,Aphanocapsa,0.047984198,Katie Cope,10/10/2019
A19047154,47,6/3/2019,Cyanophyta,Merismopedia,0.064293691,Katie Cope,10/10/2019
A19047154,47,6/3/2019,Cyanophyta,Pseudanabaena,0.002404584,Katie Cope,10/10/2019
A19047154,47,6/3/2019,Euglenophyta,Euglena,0.304718851,Katie Cope,10/10/2019
A19047154,47,6/3/2019,Euglenophyta,Phacus,5.722246892,Katie Cope,10/10/2019
A19048204,48,7/23/2019,Bacillariophyta,Aulacoseira,0.904545754,Katie Cope,11/20/2019
A19048204,48,7/23/2019,Bacillariophyta,Cocconeis,0.042400582,Katie Cope,11/20/2019
A19048204,48,7/23/2019,Bacillariophyta,Synedra,0.016123848,Katie Cope,11/20/2019
A19048204,48,7/23/2019,Chlorophyta,Desmodesmus,0.162818236,Katie Cope,11/20/2019
A19048204,48,7/23/2019,Chlorophyta,Sphaerocystis,0.094223516,Katie Cope,11/20/2019
A19048204,48,7/23/2019,Chlorophyta,Tetrastrum,0.002544035,Katie Cope,11/20/2019
A19048204,48,7/23/2019,Cryptophyta,Cryptomonas,0.325636471,Katie Cope,11/20/2019
A19048204,48,7/23/2019,Cryptophyta,Komma,0.045800167,Katie Cope,11/20/2019
A19048204,48,7/23/2019,Cyanophyta,Aphanocapsa,17.17223579,Katie Cope,11/20/2019
A19048204,48,7/23/2019,Cyanophyta,Coelosphaerium,0.207009065,Katie Cope,11/20/2019
A19048204,48,7/23/2019,Cyanophyta,Cuspidothrix,0.079501092,Katie Cope,11/20/2019
A19048204,48,7/23/2019,Cyanophyta,Merismopedia,0.032318666,Katie Cope,11/20/2019
A19048204,48,7/23/2019,Cyanophyta,Planktothrix,14.70825316,Katie Cope,11/20/2019
A19048204,48,7/23/2019,Cyanophyta,Pseudanabaena,0.012437504,Katie Cope,11/20/2019
A19048204,48,7/23/2019,Cyanophyta,Snowella,1.08735372,Katie Cope,11/20/2019
A19049217,49,8/5/2019,Chlorophyta,Chlamydomonas,0.034375308,Katie Cope,12/11/2019
A19049217,49,8/5/2019,Chlorophyta,Coelastrum,0.029694684,Katie Cope,12/11/2019
A19049217,49,8/5/2019,Chlorophyta,Oocystis,0.00285069,Katie Cope,12/11/2019
A19049217,49,8/5/2019,Cryptophyta,Komma,0.208864989,Katie Cope,12/11/2019
A19049217,49,8/5/2019,Cyanophyta,Aphanizomenon,0.194826821,Katie Cope,12/11/2019
A19049217,49,8/5/2019,Cyanophyta,Aphanocapsa,0.524476318,Katie Cope,12/11/2019
A19049217,49,8/5/2019,Cyanophyta,Aphanothece,10.18527655,Katie Cope,12/11/2019
A19049217,49,8/5/2019,Cyanophyta,Dolichospermum,3.409424819,Katie Cope,12/11/2019
A19049217,49,8/5/2019,Cyanophyta,Snowella,0.06140077,Katie Cope,12/11/2019
A19049217,49,8/5/2019,Euglenophyta,Euglena,0.3775976,Katie Cope,12/11/2019
A19051155,51,6/4/2019,Bacillariophyta,Aulacoseira,3.440116722,Katie Cope,10/11/2019
A19051155,51,6/4/2019,Bacillariophyta,Cyclotella,10.82815072,Katie Cope,10/11/2019
A19051155,51,6/4/2019,Bacillariophyta,Synedra,0.015268297,Katie Cope,10/11/2019
A19051155,51,6/4/2019,Chlorophyta,Ankyra,0.000676615,Katie Cope,10/11/2019
A19051155,51,6/4/2019,Chlorophyta,Chlamydomonas,4.834066875,Katie Cope,10/11/2019
A19051155,51,6/4/2019,Chlorophyta,Eudorina,8.32756408,Katie Cope,10/11/2019
A19051155,51,6/4/2019,Chlorophyta,Staurastrum,3.185293261,Katie Cope,10/11/2019
A19051155,51,6/4/2019,Cryptophyta,Cryptomonas,1.640465065,Katie Cope,10/11/2019
A19051155,51,6/4/2019,Cryptophyta,Komma,1.863722165,Katie Cope,10/11/2019
A19051155,51,6/4/2019,Cyanophyta,Aphanizomenon,1.212160228,Katie Cope,10/11/2019
A19051155,51,6/4/2019,Cyanophyta,Aphanocapsa,0.178496131,Katie Cope,10/11/2019
A19052162,52,6/11/2019,Bacillariophyta,Fragilaria,2.606784487,Katie Cope,12/12/2019
A19052162,52,6/11/2019,Chlorophyta,Chlamydomonas,0.027620806,Katie Cope,12/12/2019
A19052162,52,6/11/2019,Chlorophyta,Eudorina,0.105794825,Katie Cope,12/12/2019
A19052162,52,6/11/2019,Chlorophyta,Oocystis,0.130742567,Katie Cope,12/12/2019
A19052162,52,6/11/2019,Cryptophyta,Cryptomonas,0.379372778,Katie Cope,12/12/2019
A19052162,52,6/11/2019,Cryptophyta,Komma,0.065270696,Katie Cope,12/12/2019
A19052162,52,6/11/2019,Cyanophyta,Aphanizomenon,0.405458667,Katie Cope,12/12/2019
A19052162,52,6/11/2019,Cyanophyta,Aphanocapsa,0.00601855,Katie Cope,12/12/2019
A19052162,52,6/11/2019,Cyanophyta,Dolichospermum,0.233872685,Katie Cope,12/12/2019
A19052162,52,6/11/2019,Cyanophyta,Microcystis,0.036287625,Katie Cope,12/12/2019
A19052162,52,6/11/2019,Dinophyta,Ceratium,2.974606645,Katie Cope,12/12/2019
A19053225,53,8/13/2019,Bacillariophyta,Aulacoseira,2.18602648,Katie Cope,11/20/2019
A19053225,53,8/13/2019,Bacillariophyta,Fragilaria,1.745091383,Katie Cope,11/20/2019
A19053225,53,8/13/2019,Bacillariophyta,Synedra,0.088974485,Katie Cope,11/20/2019
A19053225,53,8/13/2019,Bacillariophyta,Uroselenia,0.157323076,Katie Cope,11/20/2019
A19053225,53,8/13/2019,Chlorophyta,Chlamydomonas,0.066407759,Katie Cope,11/20/2019
A19053225,53,8/13/2019,Chlorophyta,Coelastrum,0.329875696,Katie Cope,11/20/2019
A19053225,53,8/13/2019,Chlorophyta,Cosmarium,0.071378062,Katie Cope,11/20/2019
A19053225,53,8/13/2019,Chlorophyta,Crucigenia,0.017550924,Katie Cope,11/20/2019
A19053225,53,8/13/2019,Chlorophyta,Desmodesmus,0.017844516,Katie Cope,11/20/2019
A19053225,53,8/13/2019,Chlorophyta,Golenkina,0.059763443,Katie Cope,11/20/2019
A19053225,53,8/13/2019,Chlorophyta,Lagerheimia,0.015683656,Katie Cope,11/20/2019
A19053225,53,8/13/2019,Chlorophyta,Oocystis,0.053020021,Katie Cope,11/20/2019
A19053225,53,8/13/2019,Chlorophyta,Scenedesmus,0.053533547,Katie Cope,11/20/2019
A19053225,53,8/13/2019,Chlorophyta,Staurastrum,0.26139427,Katie Cope,11/20/2019
A19053225,53,8/13/2019,Chlorophyta,Tetrastrum,0.011954431,Katie Cope,11/20/2019
A19053225,53,8/13/2019,Cryptophyta,Cryptomonas,0.078286616,Katie Cope,11/20/2019
A19053225,53,8/13/2019,Cryptophyta,Komma,0.005445714,Katie Cope,11/20/2019
A19053225,53,8/13/2019,Cyanophyta,Anabaenopsis,1.539089463,Katie Cope,11/20/2019
A19053225,53,8/13/2019,Cyanophyta,Aphanizomenon,0.108740016,Katie Cope,11/20/2019
A19053225,53,8/13/2019,Cyanophyta,Aphanocapsa,13.46971091,Katie Cope,11/20/2019
A19053225,53,8/13/2019,Cyanophyta,Aphanothece,6.756282684,Katie Cope,11/20/2019
A19053225,53,8/13/2019,Cyanophyta,Dolichospermum,1.028988549,Katie Cope,11/20/2019
A19053225,53,8/13/2019,Cyanophyta,Microcystis,22.13460863,Katie Cope,11/20/2019
A19053225,53,8/13/2019,Cyanophyta,Planktolyngbya,0.098179688,Katie Cope,11/20/2019
A19053225,53,8/13/2019,Cyanophyta,Pseudanabaena,0.033040236,Katie Cope,11/20/2019
A19056267,56,9/24/2019,Bacillariophyta,Uroselenia,0.008161013,Grace Wilkinson,12/10/2019
A19056267,56,9/24/2019,Chlorophyta,Chlamydomonas,0.088432562,Grace Wilkinson,12/10/2019
A19056267,56,9/24/2019,Chlorophyta,Elaktothrix,0.062956384,Grace Wilkinson,12/10/2019
A19056267,56,9/24/2019,Chlorophyta,Scenedesmus,0.030312333,Grace Wilkinson,12/10/2019
A19056267,56,9/24/2019,Cryptophyta,Cryptomonas,3.147819222,Grace Wilkinson,12/10/2019
A19056267,56,9/24/2019,Cyanophyta,Cylindrospermopsis,0.248327961,Grace Wilkinson,12/10/2019
A19056267,56,9/24/2019,Cyanophyta,Dolichospermum,0.454684999,Grace Wilkinson,12/10/2019
A19056267,56,9/24/2019,Cyanophyta,Planktothrix,5.874909089,Grace Wilkinson,12/10/2019
A19057162,57,6/11/2019,Bacillariophyta,Aulacoseira,11.75943316,Katie Cope,10/29/2019
A19057162,57,6/11/2019,Bacillariophyta,Cocconeis,0.117732283,Katie Cope,10/29/2019
A19057162,57,6/11/2019,Bacillariophyta,Cyclotella,9.48271354,Katie Cope,10/29/2019
A19057162,57,6/11/2019,Bacillariophyta,Navicula,0.453546062,Katie Cope,10/29/2019
A19057162,57,6/11/2019,Bacillariophyta,Stephanodiscus,2.975672859,Katie Cope,10/29/2019
A19057162,57,6/11/2019,Bacillariophyta,Synedra,0.019003106,Katie Cope,10/29/2019
A19057162,57,6/11/2019,Chlorophyta,Chlamydomonas,0.024238999,Katie Cope,10/29/2019
A19057162,57,6/11/2019,Chlorophyta,Desmodesmus,0.18811725,Katie Cope,10/29/2019
A19057162,57,6/11/2019,Chlorophyta,Kirchneriella,0.000477007,Katie Cope,10/29/2019
A19057162,57,6/11/2019,Chlorophyta,Oocystis,0.050145314,Katie Cope,10/29/2019
A19057162,57,6/11/2019,Cryptophyta,Cryptomonas,5.591011269,Katie Cope,10/29/2019
A19057162,57,6/11/2019,Cryptophyta,Komma,0.742715263,Katie Cope,10/29/2019
A19057162,57,6/11/2019,Cyanophyta,Aphanizomenon,0.012720175,Katie Cope,10/29/2019
A19059260,59,9/17/2019,Bacillariophyta,Aulacoseira,0.675394163,Grace Wilkinson,12/10/2019
A19059260,59,9/17/2019,Bacillariophyta,Unknown pennate diatom,0,Grace Wilkinson,12/10/2019
A19059260,59,9/17/2019,Cryptophyta,Cryptomonas,0.328350109,Grace Wilkinson,12/10/2019
A19059260,59,9/17/2019,Cyanophyta,Aphanizomenon,0.393979928,Grace Wilkinson,12/10/2019
A19059260,59,9/17/2019,Cyanophyta,Cylindrospermopsis,0.405236498,Grace Wilkinson,12/10/2019
A19059260,59,9/17/2019,Cyanophyta,Dolichospermum,6.845602263,Grace Wilkinson,12/10/2019
A19059260,59,9/17/2019,Cyanophyta,Microcystis,0.137892975,Grace Wilkinson,12/10/2019
A19059260,59,9/17/2019,Cyanophyta,Planktothrix,15.8910598,Grace Wilkinson,12/10/2019
A19059260,59,9/17/2019,Cyanophyta,Planktothrix,0.220106133,Grace Wilkinson,12/10/2019
A19059260,59,9/17/2019,Cyanophyta,Raphidiopsis,0.001055303,Grace Wilkinson,12/10/2019
A19059260,59,9/17/2019,Cyanophyta,Snowella,9.875629527,Grace Wilkinson,12/10/2019
A19059260,59,9/17/2019,Cyanophyta,Woronichinia,10.14687414,Grace Wilkinson,12/10/2019
A19059260,59,9/17/2019,Dinophyta,Ceratium,85.34931912,Grace Wilkinson,12/10/2019
A19060161,60,6/10/2019,Bacillariophyta,Asterionella,0.394720173,Katie Cope,11/1/2019
A19060161,60,6/10/2019,Bacillariophyta,Cyclotella,0.324094873,Katie Cope,11/1/2019
A19060161,60,6/10/2019,Bacillariophyta,Cymbella,2.947768422,Katie Cope,11/1/2019
A19060161,60,6/10/2019,Bacillariophyta,Fragilaria,0.352407371,Katie Cope,11/1/2019
A19060161,60,6/10/2019,Bacillariophyta,Synedra,0.002024206,Katie Cope,11/1/2019
A19060161,60,6/10/2019,Chlorophyta,Chlamydomonas,0.017885336,Katie Cope,11/1/2019
A19060161,60,6/10/2019,Chlorophyta,Crucigenia,0.008030602,Katie Cope,11/1/2019
A19060161,60,6/10/2019,Chlorophyta,Desmodesmus,0.010598718,Katie Cope,11/1/2019
A19060161,60,6/10/2019,Chlorophyta,Elaktothrix,0.015028651,Katie Cope,11/1/2019
A19060161,60,6/10/2019,Chlorophyta,Monoraphidium,0.000496815,Katie Cope,11/1/2019
A19060161,60,6/10/2019,Chlorophyta,Oocystis,0.463909334,Katie Cope,11/1/2019
A19060161,60,6/10/2019,Chrysophyta,Dinobryon,0.174382031,Katie Cope,11/1/2019
A19060161,60,6/10/2019,Cryptophyta,Cryptomonas,0.521150585,Katie Cope,11/1/2019
A19060161,60,6/10/2019,Cryptophyta,Komma,0.049839913,Katie Cope,11/1/2019
A19060161,60,6/10/2019,Cyanophyta,Aphanocapsa,0.14593296,Katie Cope,11/1/2019
A19060161,60,6/10/2019,Cyanophyta,Aphanothece,2.504099625,Katie Cope,11/1/2019
A19060161,60,6/10/2019,Cyanophyta,Merismopedia,2.576925906,Katie Cope,11/1/2019
A19060161,60,6/10/2019,Cyanophyta,Pseudanabaena,0.00198726,Katie Cope,11/1/2019
A19060161,60,6/10/2019,Cyanophyta,Snowella,0.050851075,Katie Cope,11/1/2019
A19061259,61,9/16/2019,Bacillariophyta,Aulacoseira,0.187628633,Katie Cope,12/20/2019
A19061259,61,9/16/2019,Bacillariophyta,Navicula,0.011845242,Katie Cope,12/20/2019
A19061259,61,9/16/2019,Bacillariophyta,Synedra,0.023165692,Katie Cope,12/20/2019
A19061259,61,9/16/2019,Chlorophyta,Chlamydomonas,0.02021588,Katie Cope,12/20/2019
A19061259,61,9/16/2019,Chlorophyta,Desmodesmus,0.02021588,Katie Cope,12/20/2019
A19061259,61,9/16/2019,Chlorophyta,Kirchneriella,0.010843332,Katie Cope,12/20/2019
A19061259,61,9/16/2019,Chlorophyta,Monoraphidium,0.12091623,Katie Cope,12/20/2019
A19061259,61,9/16/2019,Chlorophyta,Selenastrum,0.070563094,Katie Cope,12/20/2019
A19061259,61,9/16/2019,Chlorophyta,Tetraedron,0.009652372,Katie Cope,12/20/2019
A19061259,61,9/16/2019,Cryptophyta,Cryptomonas,0.040431759,Katie Cope,12/20/2019
A19061259,61,9/16/2019,Cryptophyta,Komma,0.112310443,Katie Cope,12/20/2019
A19061259,61,9/16/2019,Cyanophyta,Aphanocapsa,4.18864318,Katie Cope,12/20/2019
A19061259,61,9/16/2019,Cyanophyta,Dolichospermum,0.293146707,Katie Cope,12/20/2019
A19061259,61,9/16/2019,Cyanophyta,Merismopedia,1.466075231,Katie Cope,12/20/2019
A19061259,61,9/16/2019,Cyanophyta,Microcystis,1.850819064,Katie Cope,12/20/2019
A19061259,61,9/16/2019,Cyanophyta,Pseudanabaena,0.687213561,Katie Cope,12/20/2019
A19061259,61,9/16/2019,Cyanophyta,Romeria,0.004264287,Katie Cope,12/20/2019
A19062224,62,8/12/2019,Chlorophyta,Ankyra,0.003484176,Katie Cope,12/5/2019
A19062224,62,8/12/2019,Cryptophyta,Komma,0.025440349,Katie Cope,12/5/2019
A19062224,62,8/12/2019,Cyanophyta,Cuspidothrix,0.037312512,Katie Cope,12/5/2019
A19063197,63,7/16/2019,Cryptophyta,Cryptomonas,0.569013397,Katie Cope,12/2/2019
A19063197,63,7/16/2019,Cryptophyta,Komma,0.207917891,Katie Cope,12/2/2019
A19063197,63,7/16/2019,Cyanophyta,Aphanizomenon,0.052185332,Katie Cope,12/2/2019
A19063197,63,7/16/2019,Cyanophyta,Aphanocapsa,0.059348735,Katie Cope,12/2/2019
A19063197,63,7/16/2019,Cyanophyta,Dolichospermum,4.435329529,Katie Cope,12/2/2019
A19063197,63,7/16/2019,Cyanophyta,Microcystis,2.716501441,Katie Cope,12/2/2019
A19063197,63,7/16/2019,Cyanophyta,Pseudanabaena,0.001087194,Katie Cope,12/2/2019
A19063197,63,7/16/2019,Cyanophyta,Snowella,4.422735888,Katie Cope,12/2/2019
A19063197,63,7/16/2019,Cyanophyta,Woronichinia,26.53962367,Katie Cope,12/2/2019
A19064246,64,9/3/2019,Bacillariophyta,Aulacoseira,7.179767462,Katie Cope,12/26/2019
A19064246,64,9/3/2019,Bacillariophyta,Cocconeis,0.013749095,Katie Cope,12/26/2019
A19064246,64,9/3/2019,Bacillariophyta,Fragilaria,0.727174382,Katie Cope,12/26/2019
A19064246,64,9/3/2019,Chlorophyta,Chlamydomonas,0.011914092,Katie Cope,12/26/2019
A19064246,64,9/3/2019,Chlorophyta,Coelastrum,0.005155911,Katie Cope,12/26/2019
A19064246,64,9/3/2019,Chlorophyta,Crucigenia,0.002461766,Katie Cope,12/26/2019
A19064246,64,9/3/2019,Chlorophyta,Desmodesmus,0.127701349,Katie Cope,12/26/2019
A19064246,64,9/3/2019,Chlorophyta,Oocystis,0.019095966,Katie Cope,12/26/2019
A19064246,64,9/3/2019,Chlorophyta,Pediastrum,2.619584603,Katie Cope,12/26/2019
A19064246,64,9/3/2019,Chlorophyta,Tetrastrum,0.002983745,Katie Cope,12/26/2019
A19064246,64,9/3/2019,Cryptophyta,Cryptomonas,0.109992764,Katie Cope,12/26/2019
A19064246,64,9/3/2019,Cryptophyta,Komma,0.068353034,Katie Cope,12/26/2019
A19064246,64,9/3/2019,Cyanophyta,Aphanizomenon,0.120304585,Katie Cope,12/26/2019
A19064246,64,9/3/2019,Cyanophyta,Aphanocapsa,0.604542476,Katie Cope,12/26/2019
A19064246,64,9/3/2019,Cyanophyta,Dolichospermum,0.940228781,Katie Cope,12/26/2019
A19064246,64,9/3/2019,Cyanophyta,Merismopedia,0.01819156,Katie Cope,12/26/2019
A19064246,64,9/3/2019,Cyanophyta,Microcystis,38.63294018,Katie Cope,12/26/2019
A19065168,65,6/17/2019,Bacillariophyta,Synedra,0.109642166,Katie Cope,12/30/2019
A19065168,65,6/17/2019,Chlorophyta,Chlamydomonas,0.155694938,Katie Cope,12/30/2019
A19065168,65,6/17/2019,Chlorophyta,Coelastrum,0.183112411,Katie Cope,12/30/2019
A19065168,65,6/17/2019,Chlorophyta,Scenedesmus,0.061509111,Katie Cope,12/30/2019
A19065168,65,6/17/2019,Chlorophyta,Treubaria,0.027337383,Katie Cope,12/30/2019
A19065168,65,6/17/2019,Cryptophyta,Cryptomonas,0.934169627,Katie Cope,12/30/2019
A19065168,65,6/17/2019,Cryptophyta,Komma,0.618094487,Katie Cope,12/30/2019
A19065168,65,6/17/2019,Cyanophyta,Aphanizomenon,0.49015073,Katie Cope,12/30/2019
A19065168,65,6/17/2019,Cyanophyta,Planktothrix,23.08898263,Katie Cope,12/30/2019
A19065168,65,6/17/2019,Cyanophyta,Pseudanabaena,0.320359954,Katie Cope,12/30/2019
A19065168,65,6/17/2019,Cyanophyta,Snowella,1.289430876,Katie Cope,12/30/2019
A19066252,66,9/9/2019,Bacillariophyta,Aulacoseira,3.488719903,Katie Cope,12/29/2019
A19066252,66,9/9/2019,Chlorophyta,Chlamydomonas,0.041246768,Katie Cope,12/29/2019
A19066252,66,9/9/2019,Chlorophyta,Closterium,0.189058139,Katie Cope,12/29/2019
A19066252,66,9/9/2019,Chlorophyta,Oocystis,0.123674198,Katie Cope,12/29/2019
A19066252,66,9/9/2019,Cryptophyta,Cryptomonas,4.08406396,Katie Cope,12/29/2019
A19066252,66,9/9/2019,Cryptophyta,Komma,0.064358027,Katie Cope,12/29/2019
A19066252,66,9/9/2019,Cyanophyta,Aphanocapsa,0.873193601,Katie Cope,12/29/2019
A19066252,66,9/9/2019,Cyanophyta,Dolichospermum,2.978066136,Katie Cope,12/29/2019
A19066252,66,9/9/2019,Cyanophyta,Microcystis,25.26146664,Katie Cope,12/29/2019
A19066252,66,9/9/2019,Cyanophyta,Pseudanabaena,0.002654411,Katie Cope,12/29/2019
A19066252,66,9/9/2019,Euglenophyta,Euglena,0.280696341,Katie Cope,12/29/2019
A19066252,66,9/9/2019,Euglenophyta,Trachelomonas,0.268126027,Katie Cope,12/29/2019
A19067211,67,7/30/2019,Bacillariophyta,Aulacoseira,3.342172428,Katie Cope,11/15/2019
A19067211,67,7/30/2019,Bacillariophyta,Cyclotella,0.973465938,Katie Cope,11/15/2019
A19067211,67,7/30/2019,Bacillariophyta,Navicula,0.557965569,Katie Cope,11/15/2019
A19067211,67,7/30/2019,Bacillariophyta,Synedra,0.003118459,Katie Cope,11/15/2019
A19067211,67,7/30/2019,Chlorophyta,Ankyra,0.000956731,Katie Cope,11/15/2019
A19067211,67,7/30/2019,Chlorophyta,Chlamydomonas,0.532053106,Katie Cope,11/15/2019
A19067211,67,7/30/2019,Chlorophyta,Closterium,0.002524707,Katie Cope,11/15/2019
A19067211,67,7/30/2019,Chlorophyta,Desmodesmus,0.006888464,Katie Cope,11/15/2019
A19067211,67,7/30/2019,Chlorophyta,Franceia,0.004082053,Katie Cope,11/15/2019
A19067211,67,7/30/2019,Chlorophyta,Kirchneriella,0.001307532,Katie Cope,11/15/2019
A19067211,67,7/30/2019,Chlorophyta,Micractinium,0.037730639,Katie Cope,11/15/2019
A19067211,67,7/30/2019,Chlorophyta,Monoraphidium,0.002104808,Katie Cope,11/15/2019
A19067211,67,7/30/2019,Chlorophyta,Pediastrum,3.526893474,Katie Cope,11/15/2019
A19067211,67,7/30/2019,Chlorophyta,Selenastrum,0.004879329,Katie Cope,11/15/2019
A19067211,67,7/30/2019,Cryptophyta,Cryptomonas,0.650850929,Katie Cope,11/15/2019
A19067211,67,7/30/2019,Cryptophyta,Komma,0.219255296,Katie Cope,11/15/2019
A19067211,67,7/30/2019,Cyanophyta,Aphanizomenon,1.044367653,Katie Cope,11/15/2019
A19067211,67,7/30/2019,Cyanophyta,Aphanocapsa,0.482412206,Katie Cope,11/15/2019
A19067211,67,7/30/2019,Cyanophyta,Dolichospermum,0.034442319,Katie Cope,11/15/2019
A19067211,67,7/30/2019,Cyanophyta,Merismopedia,0.010205132,Katie Cope,11/15/2019
A19067211,67,7/30/2019,Cyanophyta,Microcystis,14.48600784,Katie Cope,11/15/2019
A19067211,67,7/30/2019,Cyanophyta,Snowella,1.282953477,Katie Cope,11/15/2019
A19067211,67,7/30/2019,Dinophyta,Ceratium,5.758309275,Katie Cope,11/15/2019
A19067211,67,7/30/2019,Euglenophyta,Euglena,1.061333684,Katie Cope,11/15/2019
A19067211,67,7/30/2019,Euglenophyta,Trachelomonas,0.085458011,Katie Cope,11/15/2019
A19068148,68,5/28/2019,Bacillariophyta,Cyclotella,0.104952324,Katie Cope,10/22/2019
A19068148,68,5/28/2019,Bacillariophyta,Fragilaria,0.342577158,Katie Cope,10/22/2019
A19068148,68,5/28/2019,Bacillariophyta,Gomphonema,0.005096938,Katie Cope,10/22/2019
A19068148,68,5/28/2019,Bacillariophyta,Navicula,0.098208201,Katie Cope,10/22/2019
A19068148,68,5/28/2019,Bacillariophyta,Synedra,0.002402769,Katie Cope,10/22/2019
A19068148,68,5/28/2019,Bacillariophyta,Synedra,0.002402769,Katie Cope,10/22/2019
A19068148,68,5/28/2019,Chlorophyta,Chlamydomonas,0.02383772,Katie Cope,10/22/2019
A19068148,68,5/28/2019,Chlorophyta,Lagerheimia,0.004043852,Katie Cope,10/22/2019
A19068148,68,5/28/2019,Chlorophyta,Oosystis,0.005391802,Katie Cope,10/22/2019
A19068148,68,5/28/2019,Chrysophyta,Dinobryon,0.857338763,Katie Cope,10/22/2019
A19068148,68,5/28/2019,Cryptophyta,Cryptomonas,2.698077076,Katie Cope,10/22/2019
A19068148,68,5/28/2019,Cyanophyta,Pseudanabaena,0.000947778,Katie Cope,10/22/2019
A19069248,69,9/5/2019,Bacillariophyta,Aulacoseira,0.802030568,Grace Wilkinson,12/29/2019
A19069248,69,9/5/2019,Bacillariophyta,Fragilaria,0.988467498,Grace Wilkinson,12/29/2019
A19069248,69,9/5/2019,Bacillariophyta,Synedra,0.103192627,Grace Wilkinson,12/29/2019
A19069248,69,9/5/2019,Chlorophyta,Chlamydomonas,0.214500183,Grace Wilkinson,12/29/2019
A19069248,69,9/5/2019,Chlorophyta,Desmodesmus,0.18010511,Grace Wilkinson,12/29/2019
A19069248,69,9/5/2019,Chlorophyta,Oocystis,0.067539416,Grace Wilkinson,12/29/2019
A19069248,69,9/5/2019,Chlorophyta,Tetraedron,0.042996928,Grace Wilkinson,12/29/2019
A19069248,69,9/5/2019,Cryptophyta,Cryptomonas,0.288097823,Grace Wilkinson,12/29/2019
A19069248,69,9/5/2019,Cyanophyta,Aphanothece,2.501459862,Grace Wilkinson,12/29/2019
A19069248,69,9/5/2019,Cyanophyta,Cylindrospermopsis,0.160104598,Grace Wilkinson,12/29/2019
A19069248,69,9/5/2019,Cyanophyta,Dolichospermum,0.075981843,Grace Wilkinson,12/29/2019
A19069248,69,9/5/2019,Cyanophyta,Microcystis,0.603193823,Grace Wilkinson,12/29/2019
A19069248,69,9/5/2019,Dinophyta,Ceratium,23.85267051,Grace Wilkinson,12/29/2019
A19070240,70,8/28/2019,Bacillariophyta,Synedra,0.008934427,Grace Wilkinson,12/29/2019
A19070240,70,8/28/2019,Chlorophyta,Chlamydomonas,0.155662274,Grace Wilkinson,12/29/2019
A19070240,70,8/28/2019,Chlorophyta,Coelastrum,0.019735544,Grace Wilkinson,12/29/2019
A19070240,70,8/28/2019,Chlorophyta,Oocystis,0.017542706,Grace Wilkinson,12/29/2019
A19070240,70,8/28/2019,Cryptophyta,Cryptomonas,0.123347148,Grace Wilkinson,12/29/2019
A19070240,70,8/28/2019,Cryptophyta,Komma,0.005847569,Grace Wilkinson,12/29/2019
A19070240,70,8/28/2019,Cyanophyta,Cylindrospermopsis,0.037765547,Grace Wilkinson,12/29/2019
A19070240,70,8/28/2019,Cyanophyta,Merismopedia,0.032070259,Grace Wilkinson,12/29/2019
