Lake,TAG.NUMBER,Structure,Reader,AgeEst,MeanAge
Silver,Env30,SandOtolith,Drake,,
Silver,Env47,SandOtolith,Drake,,
Silver,Env48,SandOtolith,Drake,,
Silver,Env49,SandOtolith,Drake,,
Silver,Env53,SandOtolith,Drake,,
Silver,Env55,SandOtolith,Drake,,
Silver,Env6,SandOtolith,Drake,,
Silver,Env60,SandOtolith,Drake,,
Silver,Env61,SandOtolith,Drake,,
Silver,Env63,SandOtolith,Drake,,
Silver,Env66,SandOtolith,Drake,,
Silver,Env67,SandOtolith,Drake,,
Silver,Env82,SandOtolith,Drake,,
Silver,Env84,SandOtolith,Drake,,
Silver,Env87,SandOtolith,Drake,,
Silver,Env89,SandOtolith,Drake,,
Silver,Env93,SandOtolith,Drake,,
Silver,Env94,SandOtolith,Drake,,
Silver,Env97,SandOtolith,Drake,,
Silver,Env99,SandOtolith,Drake,,
5 Island,Env105,SandOtolith,Marty,,
5 Island,Env106,SandOtolith,Marty,,
5 Island,Env112,SandOtolith,Marty,,
5 Island,Env117,SandOtolith,Marty,,
5 Island,Env119,SandOtolith,Marty,,
5 Island,Env131,SandOtolith,Marty,,
5 Island,Env132,SandOtolith,Marty,,
5 Island,Env135,SandOtolith,Marty,,
5 Island,Env137,SandOtolith,Marty,,
5 Island,Env146,SandOtolith,Marty,,
5 Island,Env149,SandOtolith,Marty,,
5 Island,Env156,SandOtolith,Marty,,
5 Island,Env157,SandOtolith,Marty,,
5 Island,Env161,SandOtolith,Marty,,
5 Island,Env164,SandOtolith,Marty,,
5 Island,Env167,SandOtolith,Marty,,
5 Island,Env168,SandOtolith,Marty,,
5 Island,Env169,SandOtolith,Marty,,
5 Island,Env172,SandOtolith,Marty,,
5 Island,Env176,SandOtolith,Marty,,
5 Island,Env182,SandOtolith,Marty,,
5 Island,Env183,SandOtolith,Marty,,
5 Island,Env189,SandOtolith,Marty,,
5 Island,Env235,SandOtolith,Marty,,
5 Island,Env236,SandOtolith,Marty,,
5 Island,Env244,SandOtolith,Marty,,
5 Island,Env246,SandOtolith,Marty,,
5 Island,Env247,SandOtolith,Marty,,
5 Island,Env249,SandOtolith,Marty,,
5 Island,Env250,SandOtolith,Marty,,
5 Island,Env254,SandOtolith,Marty,,
5 Island,Env256,SandOtolith,Marty,,
5 Island,Env259,SandOtolith,Marty,,
5 Island,Env265,SandOtolith,Marty,,
5 Island,Env268,SandOtolith,Marty,,
Center,Env101,SandOtolith,Marty,,
Center,Env11,SandOtolith,Marty,,
Center,Env113,SandOtolith,Marty,,
Center,Env131,SandOtolith,Marty,,
Center,Env19,SandOtolith,Marty,,
Center,Env23,SandOtolith,Marty,,
Center,Env3,SandOtolith,Marty,,
Center,Env36,SandOtolith,Marty,,
Center,Env39,SandOtolith,Marty,,
Center,Env44,SandOtolith,Marty,,
Center,Env45,SandOtolith,Marty,,
Center,Env5,SandOtolith,Marty,,
Center,Env51,SandOtolith,Marty,,
Center,Env52,SandOtolith,Marty,,
Center,Env58,SandOtolith,Marty,,
Center,Env59,SandOtolith,Marty,,
Center,Env61,SandOtolith,Marty,,
Center,Env62,SandOtolith,Marty,,
Center,Env63,SandOtolith,Marty,,
Center,Env64,SandOtolith,Marty,,
Center,Env66,SandOtolith,Marty,,
Center,Env71,SandOtolith,Marty,,
Center,Env72,SandOtolith,Marty,,
Center,Env73,SandOtolith,Marty,,
Center,Env74,SandOtolith,Marty,,
Center,Env75,SandOtolith,Marty,,
Center,Env79,SandOtolith,Marty,,
Center,Env8,SandOtolith,Marty,,
Center,Env83,SandOtolith,Marty,,
Center,Env89,SandOtolith,Marty,,
Silver,Env100,SandOtolith,Marty,,
Silver,Env101,SandOtolith,Marty,,
Silver,Env107,SandOtolith,Marty,,
Silver,Env121,SandOtolith,Marty,,
Silver,Env123,SandOtolith,Marty,,
Silver,Env13,SandOtolith,Marty,,
Silver,Env137,SandOtolith,Marty,,
Silver,Env14,SandOtolith,Marty,,
Silver,Env140,SandOtolith,Marty,,
Silver,Env141,SandOtolith,Marty,,
Silver,Env142,SandOtolith,Marty,,
Silver,Env15,SandOtolith,Marty,,
Silver,Env18,SandOtolith,Marty,,
Silver,Env19,SandOtolith,Marty,,
Silver,Env2,SandOtolith,Marty,,
Silver,Env25,SandOtolith,Marty,,
Silver,Env27,SandOtolith,Marty,,
Silver,Env28,SandOtolith,Marty,,
Silver,Env29,SandOtolith,Marty,,
Silver,Env3,SandOtolith,Marty,,
Silver,Env30,SandOtolith,Marty,,
Silver,Env47,SandOtolith,Marty,,
Silver,Env48,SandOtolith,Marty,,
Silver,Env49,SandOtolith,Marty,,
Silver,Env53,SandOtolith,Marty,,
Silver,Env55,SandOtolith,Marty,,
Silver,Env6,SandOtolith,Marty,,
Silver,Env60,SandOtolith,Marty,,
Silver,Env61,SandOtolith,Marty,,
Silver,Env63,SandOtolith,Marty,,
Silver,Env66,SandOtolith,Marty,,
Silver,Env67,SandOtolith,Marty,,
Silver,Env82,SandOtolith,Marty,,
Silver,Env84,SandOtolith,Marty,,
Silver,Env87,SandOtolith,Marty,,
Silver,Env89,SandOtolith,Marty,,
Silver,Env93,SandOtolith,Marty,,
Silver,Env94,SandOtolith,Marty,,
Silver,Env97,SandOtolith,Marty,,
Silver,Env99,SandOtolith,Marty,,
